time,t9,rho,b10,b11,b12,b13,b14,b8,be10,be11,be12,be7,be9,c10,c11,c12,c13,c14,c15,c16,c9,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,h1,h2,h3,he3,he4,he6,li6,li7,li8,li9,n,n11,n12,n13,n14,n15,n16,n17,n18,ne16,ne17,ne18,ne19,ne20,ne21,ne22,ne23,ne24,ne25,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21
9.65967258e-08,1.99999968e-01,1.49999928e+04,2.57665950e-32,7.56348863e-31,3.43943563e-49,3.91070773e-68,1.79678400e-89,4.93367113e-17,9.77082943e-49,1.93393522e-68,1.06914280e-87,5.44008176e-12,4.37329527e-29,1.89521367e-50,2.18064098e-23,1.89992962e-04,2.13229374e-06,3.90230240e-21,3.00489352e-40,2.38953170e-60,7.45597861e-23,0.00000000e+00,2.78701354e-58,1.40622320e-29,4.54706383e-11,2.07787170e-14,3.25697973e-10,1.87807885e-26,5.64833656e-43,9.10728819e-64,1.62234202e-84,7.12941042e-01,5.41708403e-18,1.29607701e-18,1.14787401e-05,6.91378084e-02,2.84195075e-69,1.88207951e-27,9.04059692e-23,1.98241028e-42,5.27942948e-61,1.56452930e-19,0.00000000e+00,2.56028950e-30,1.89411149e-09,5.71010504e-05,2.44505950e-07,2.46651433e-26,6.63112963e-46,2.82140720e-66,5.78054720e-199,2.69635407e-217,1.29009289e-19,4.64121031e-22,7.17611355e-05,1.71411363e-07,5.27977883e-06,9.00094488e-24,1.04438012e-42,7.60941305e-62,8.02932245e-242,6.87415270e-36,2.20936154e-15,4.57807957e-10,3.62073895e-04,1.37905932e-07,6.68220480e-07,1.10549525e-25,4.72065249e-43,8.56719362e-63
1.02927477e-07,1.99999966e-01,1.49999923e+04,2.64855379e-32,8.43640513e-31,4.02945331e-49,4.95009743e-68,2.44609307e-89,5.60145956e-17,9.76864975e-49,1.94234524e-68,1.17144311e-87,5.79660958e-12,4.37331430e-29,2.60135347e-50,2.47586176e-23,1.89994444e-04,2.13228943e-06,4.16382335e-21,3.40290498e-40,2.89121836e-60,9.01999429e-23,0.00000000e+00,3.33748463e-58,1.57385911e-29,4.84506874e-11,2.21403718e-14,3.46110665e-10,2.12870430e-26,6.82621399e-43,1.17332428e-63,2.22705733e-84,7.12941036e-01,5.77154988e-18,1.37484548e-18,1.14787382e-05,6.91378136e-02,3.03459039e-69,2.00634895e-27,9.99993764e-23,2.19697129e-42,6.29172547e-61,1.56453555e-19,0.00000000e+00,3.09741394e-30,2.01825489e-09,5.71010253e-05,2.46493612e-07,2.64184252e-26,7.57050534e-46,3.43492947e-66,7.93427386e-199,3.93765396e-217,1.46473400e-19,5.26947344e-22,7.17611355e-05,1.71411363e-07,5.27977883e-06,9.60417092e-24,1.18905560e-42,9.24413999e-62,1.03489606e-241,8.86024200e-36,2.50845089e-15,4.87811603e-10,3.62073892e-04,1.37905250e-07,6.64605908e-07,1.17618294e-25,5.36370840e-43,1.03911088e-62
1.09673133e-07,1.99999963e-01,1.49999918e+04,2.71743090e-32,9.38890402e-31,4.70383846e-49,6.24513306e-68,3.32017168e-89,6.35962876e-17,9.76701132e-49,1.94899663e-68,1.28084158e-87,6.17650296e-12,4.37333376e-29,3.57161801e-50,2.81105214e-23,1.89996037e-04,2.13228483e-06,4.44248442e-21,3.85167840e-40,3.49643709e-60,1.09120798e-22,0.00000000e+00,3.99431196e-58,1.76005191e-29,5.16260424e-11,2.35912477e-14,3.67738797e-10,2.41245900e-26,8.24866194e-43,1.51144649e-63,3.05748407e-84,7.12941031e-01,6.14808625e-18,1.45773266e-18,1.14787362e-05,6.91378192e-02,3.23985680e-69,2.13835595e-27,1.10424307e-22,2.43033182e-42,7.48610114e-61,1.56454205e-19,0.00000000e+00,3.74722391e-30,2.15053542e-09,5.71009987e-05,2.48575957e-07,2.82987050e-26,8.64264809e-46,4.18125553e-66,1.08935564e-198,5.75689512e-217,1.66301644e-19,5.98278048e-22,7.17611355e-05,1.71411363e-07,5.27977883e-06,1.02469337e-23,1.35353741e-42,1.12271280e-61,1.33390497e-241,1.14204419e-35,2.84802951e-15,5.19781605e-10,3.62073889e-04,1.37904524e-07,6.60775958e-07,1.25104818e-25,6.09250544e-43,1.25987395e-62
1.16860886e-07,1.99999961e-01,1.49999912e+04,2.78290908e-32,1.04255315e-30,5.47067131e-49,7.85334638e-68,4.49351329e-89,7.22040981e-17,9.76639624e-49,1.95326940e-68,1.39792574e-87,6.58129317e-12,4.37335336e-29,4.90327132e-50,3.19162396e-23,1.89997751e-04,2.13227993e-06,4.73940901e-21,4.35738609e-40,4.22617165e-60,1.32010489e-22,0.00000000e+00,4.77738913e-58,1.96661094e-29,5.50095031e-11,2.51371897e-14,3.90646263e-10,2.73366394e-26,9.96622697e-43,1.94679061e-63,4.19646985e-84,7.12941024e-01,6.54798662e-18,1.54488243e-18,1.14787341e-05,6.91378251e-02,3.45857769e-69,2.27855398e-27,1.21726949e-22,2.68354249e-42,8.89244049e-61,1.56454876e-19,0.00000000e+00,4.53336076e-30,2.29148653e-09,5.71009703e-05,2.50754794e-07,3.03155839e-26,9.86642931e-46,5.08911409e-66,1.49550321e-198,8.41049827e-217,1.88814054e-19,6.79264293e-22,7.17611355e-05,1.71411363e-07,5.27977883e-06,1.09318248e-23,1.54052141e-42,1.36321667e-61,1.71935178e-241,1.47208370e-35,3.23357874e-15,5.53846832e-10,3.62073886e-04,1.37903750e-07,6.56719287e-07,1.33030613e-25,6.91823839e-43,1.52699773e-62
1.24519708e-07,1.99999958e-01,1.49999907e+04,2.84474328e-32,1.15503053e-30,6.33905077e-49,9.84257905e-68,6.06291083e-89,8.19768869e-17,9.76637080e-49,1.95631559e-68,1.52297918e-87,7.01261180e-12,4.37337369e-29,6.73263943e-50,3.62372187e-23,1.89999595e-04,2.13227471e-06,5.05579411e-21,4.92689548e-40,5.10558825e-60,1.59701488e-22,0.00000000e+00,5.71025321e-58,2.19546996e-29,5.86147082e-11,2.67844251e-14,4.14899173e-10,3.09719169e-26,1.20398476e-42,2.50721261e-63,5.75983589e-84,7.12941018e-01,6.97260939e-18,1.63643396e-18,1.14787319e-05,6.91378313e-02,3.69163500e-69,2.42741928e-27,1.33948378e-22,2.95753683e-42,1.05454832e-60,1.56455574e-19,0.00000000e+00,5.48442587e-30,2.44167664e-09,5.71009400e-05,2.53031541e-07,3.24793949e-26,1.12634299e-45,6.19344695e-66,2.05344623e-198,1.22958279e-216,2.14373988e-19,7.71213040e-22,7.17611355e-05,1.71411363e-07,5.27977883e-06,1.16616054e-23,1.75306937e-42,1.65486256e-61,2.21621186e-241,1.89753346e-35,3.67132201e-15,5.90144598e-10,3.62073883e-04,1.37902925e-07,6.52424153e-07,1.41417872e-25,7.85352426e-43,1.85011899e-62
1.32680475e-07,1.99999956e-01,1.49999900e+04,2.90265793e-32,1.27672598e-30,7.31757579e-49,1.22940154e-67,8.15547620e-89,9.30723017e-17,9.76742202e-49,1.95830511e-68,1.65649573e-87,7.47219738e-12,4.37339454e-29,9.24453999e-50,4.11432264e-23,1.90001579e-04,2.13226915e-06,5.39291518e-21,5.56783998e-40,6.16482125e-60,1.93200868e-22,0.00000000e+00,6.82058010e-58,2.44870716e-29,6.24561905e-11,2.85395892e-14,4.40565763e-10,3.50853440e-26,1.45429637e-42,3.22856075e-63,7.90444075e-84,7.12941011e-01,7.42337962e-18,1.73252008e-18,1.14787295e-05,6.91378380e-02,3.93996853e-69,2.58545145e-27,1.47129672e-22,3.25324890e-42,1.24846438e-60,1.56456298e-19,0.00000000e+00,6.63502146e-30,2.60171146e-09,5.71009078e-05,2.55407140e-07,3.48012526e-26,1.28583291e-45,7.53677935e-66,2.81954916e-198,1.79732877e-216,2.43393992e-19,8.75608147e-22,7.17611355e-05,1.71411363e-07,5.27977883e-06,1.24392178e-23,1.99465857e-42,2.00847359e-61,2.85668809e-241,2.44597534e-35,4.16832527e-15,6.28821216e-10,3.62073880e-04,1.37902046e-07,6.47878435e-07,1.50289423e-25,8.91257568e-43,2.24085606e-62
1.41376081e-07,1.99999953e-01,1.49999894e+04,2.95647325e-32,1.40799424e-30,8.41505174e-49,1.53034426e-67,1.09357695e-88,1.05669319e-16,9.76817111e-49,1.95981517e-68,1.79888487e-87,7.96190236e-12,4.37341653e-29,1.26944999e-49,4.67134779e-23,1.90003714e-04,2.13226323e-06,5.75213126e-21,6.28869082e-40,7.43994607e-60,2.33726927e-22,0.00000000e+00,8.14096334e-58,2.72853617e-29,6.65494349e-11,3.04097518e-14,4.67716278e-10,3.97387968e-26,1.75640656e-42,4.15690529e-63,1.08466778e-83,7.12941004e-01,7.90179056e-18,1.83326539e-18,1.14787269e-05,6.91378451e-02,4.20457966e-69,2.75317402e-27,1.61307191e-22,3.57150507e-42,1.47551440e-60,1.56457049e-19,0.00000000e+00,8.02700958e-30,2.77223643e-09,5.71008735e-05,2.57881977e-07,3.72931017e-26,1.46793545e-45,9.17085564e-66,3.87173976e-198,2.62778339e-216,2.76342456e-19,9.94134316e-22,7.17611355e-05,1.71411363e-07,5.27977883e-06,1.32677972e-23,2.26923816e-42,2.43715633e-61,3.68228475e-241,3.15295981e-35,4.73261111e-15,6.70032586e-10,3.62073876e-04,1.37901110e-07,6.43069649e-07,1.59668672e-25,1.01113937e-42,2.71321252e-62
1.50641580e-07,1.99999950e-01,1.49999887e+04,3.00619648e-32,1.54910481e-30,9.64042459e-49,1.89842553e-67,1.46136562e-88,1.19971130e-16,9.77082967e-49,1.96125543e-68,1.95068979e-87,8.48370059e-12,4.37343854e-29,1.74421358e-49,5.30379162e-23,1.90006014e-04,2.13225691e-06,6.13489048e-21,7.09883322e-40,8.97413337e-60,2.82753480e-22,0.00000000e+00,9.70981541e-58,3.03729429e-29,7.09109413e-11,3.24024453e-14,4.96422811e-10,4.50019505e-26,2.12097530e-42,5.35142573e-63,1.48898766e-83,7.12940996e-01,8.40940499e-18,1.93878428e-18,1.14787242e-05,6.91378526e-02,4.48653543e-69,2.93113487e-27,1.76508612e-22,3.91293278e-42,1.74091496e-60,1.56457821e-19,0.00000000e+00,9.71103540e-30,2.95393930e-09,5.71008369e-05,2.60455779e-07,3.99677671e-26,1.67587967e-45,1.11586286e-65,5.31968730e-198,3.85341329e-216,3.13751180e-19,1.12870427e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,1.41506842e-23,2.58129307e-42,2.95678151e-61,4.74652132e-241,4.06433229e-35,5.37328822e-15,7.13944827e-10,3.62073872e-04,1.37900112e-07,6.37984977e-07,1.69579536e-25,1.14679818e-42,3.28406118e-62
1.60514320e-07,1.99999946e-01,1.49999880e+04,3.05163995e-32,1.70037165e-30,1.10010443e-48,2.34684913e-67,1.94660143e-88,1.36208413e-16,9.77274350e-49,1.96262958e-68,2.11243770e-87,9.03969524e-12,4.37346164e-29,2.39632832e-49,6.02186649e-23,1.90008492e-04,2.13225019e-06,6.54273583e-21,8.00865666e-40,1.08189257e-59,3.42063452e-22,0.00000000e+00,1.15719458e-57,3.37749433e-29,7.55582909e-11,3.45256954e-14,5.26759112e-10,5.09532221e-26,2.56083886e-42,6.88827259e-63,2.04356635e-83,7.12940988e-01,8.94785622e-18,2.04917849e-18,1.14787213e-05,6.91378606e-02,4.78697280e-69,3.11990663e-27,1.92766110e-22,4.27826390e-42,2.05045721e-60,1.56458618e-19,0.00000000e+00,1.17483701e-29,3.14755295e-09,5.71007979e-05,2.63127507e-07,4.28390048e-26,1.91335874e-45,1.35767693e-65,7.30850359e-198,5.64656858e-216,3.56223951e-19,1.28148962e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,1.50914386e-23,2.93591665e-42,3.58656607e-61,6.11835429e-241,5.23916305e-35,6.10069850e-15,7.60734943e-10,3.62073868e-04,1.37899048e-07,6.32611302e-07,1.80046359e-25,1.30025848e-42,3.97372095e-62
1.71034100e-07,1.99999943e-01,1.49999872e+04,3.09261250e-32,1.86207996e-30,1.25032142e-48,2.89098534e-67,2.58489890e-88,1.54643054e-16,9.77096903e-49,1.96349838e-68,2.28474325e-87,9.63212733e-12,4.37348685e-29,3.29101753e-49,6.83716782e-23,1.90011161e-04,2.13224302e-06,6.97731145e-21,9.02963887e-40,1.30358587e-59,4.13813696e-22,0.00000000e+00,1.37797938e-57,3.75179997e-29,8.05102172e-11,3.67880529e-14,5.58800339e-10,5.76808159e-26,3.09145057e-42,8.86531278e-63,2.80333494e-83,7.12940979e-01,9.51884875e-18,2.16453469e-18,1.14787182e-05,6.91378692e-02,5.10710329e-69,3.32008687e-27,2.10108873e-22,4.66816278e-42,2.41067898e-60,1.56459446e-19,0.00000000e+00,1.42131406e-29,3.35385836e-09,5.71007563e-05,2.65895234e-07,4.59215489e-26,2.18459725e-45,1.65186181e-65,1.00370925e-197,8.25841341e-216,4.04446292e-19,1.45495588e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,1.60938532e-23,3.33889310e-42,4.34977734e-61,7.88667303e-241,6.75360183e-35,6.92658400e-15,8.10591537e-10,3.62073864e-04,1.37897915e-07,6.26935247e-07,1.91093808e-25,1.47379513e-42,4.80665294e-62
1.82243324e-07,1.99999939e-01,1.49999863e+04,3.12958178e-32,2.03424123e-30,1.41546905e-48,3.54878335e-67,3.42048518e-88,1.75572365e-16,9.77102480e-49,1.96504392e-68,2.46821368e-87,1.02633847e-11,4.37351186e-29,4.52187383e-49,7.76286141e-23,1.90014038e-04,2.13223538e-06,7.44036924e-21,1.01744243e-39,1.56984606e-59,5.00613416e-22,0.00000000e+00,1.63952562e-57,4.16293650e-29,8.57866813e-11,3.91986285e-14,5.92622779e-10,6.52838818e-26,3.73141186e-42,1.14080249e-62,3.84665813e-83,7.12940969e-01,1.01241586e-17,2.28492202e-18,1.14787150e-05,6.91378782e-02,5.44821783e-69,3.53229823e-27,2.28538651e-22,5.08266433e-42,2.82921621e-60,1.56460289e-19,0.00000000e+00,1.71950267e-29,3.57368770e-09,5.71007120e-05,2.68756023e-07,4.92311536e-26,2.49442910e-45,2.00977012e-65,1.37908624e-197,1.21053667e-215,4.59196526e-19,1.65190227e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,1.71619696e-23,3.79679113e-42,5.27458513e-61,1.01660930e-240,8.70584782e-35,7.86427651e-15,8.63715574e-10,3.62073859e-04,1.37896708e-07,6.20943230e-07,2.02746753e-25,1.66996254e-42,5.81229874e-62
1.94187178e-07,1.99999935e-01,1.49999854e+04,3.16215187e-32,2.21713947e-30,1.59584534e-48,4.34061410e-67,4.51190224e-88,1.99333874e-16,9.76966520e-49,1.96554265e-68,2.66371064e-87,1.09360117e-11,4.37353757e-29,6.21057817e-49,8.81389623e-23,1.90017139e-04,2.13222724e-06,7.93377586e-21,1.14569508e-39,1.88941718e-59,6.05619023e-22,0.00000000e+00,1.94896580e-57,4.61389523e-29,9.14089527e-11,4.17671290e-14,6.28303486e-10,7.38738085e-26,4.50309733e-42,1.46780125e-62,5.27558291e-83,7.12940960e-01,1.07656328e-17,2.41038864e-18,1.14787115e-05,6.91378879e-02,5.81169195e-69,3.75718830e-27,2.48083997e-22,5.52242098e-42,3.31425385e-60,1.56461150e-19,0.00000000e+00,2.08025250e-29,3.80792777e-09,5.71006648e-05,2.71705769e-07,5.27846410e-26,2.84838118e-45,2.44524269e-65,1.89408796e-197,1.77094044e-215,5.21358337e-19,1.87550688e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,1.83000943e-23,4.31707018e-42,6.39509366e-61,1.31043132e-240,1.12224463e-34,8.92891278e-15,9.20321187e-10,3.62073854e-04,1.37895422e-07,6.14621518e-07,2.15030123e-25,1.89162697e-42,7.02606214e-62
2.06913808e-07,1.99999931e-01,1.49999845e+04,3.19063003e-32,2.41074961e-30,1.79184397e-48,5.29002759e-67,5.93175138e-88,2.26310764e-16,9.76776478e-49,1.96539088e-68,2.87203738e-87,1.16527194e-11,4.37356377e-29,8.52983893e-49,1.00072460e-22,1.90020483e-04,2.13221857e-06,8.45952031e-21,1.28925140e-39,2.27272653e-59,7.32648887e-22,0.00000000e+00,2.31468506e-57,5.10771264e-29,9.73996945e-11,4.45038965e-14,6.65919880e-10,8.35756398e-26,5.43342111e-42,1.88824244e-62,7.23415153e-83,7.12940949e-01,1.14451891e-17,2.54095924e-18,1.14787077e-05,6.91378981e-02,6.19899135e-69,3.99542937e-27,2.68742825e-22,5.98738276e-42,3.87522639e-60,1.56462026e-19,0.00000000e+00,2.51668970e-29,4.05752356e-09,5.71006146e-05,2.74739061e-07,5.65999268e-26,3.25277648e-45,2.97511823e-65,2.60138023e-197,2.59089956e-215,5.91935033e-19,2.12937789e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,1.95128161e-23,4.90820118e-42,7.75258933e-61,1.68917407e-240,1.44665516e-34,1.01376790e-14,9.80636545e-10,3.62073849e-04,1.37894051e-07,6.07956306e-07,2.27968741e-25,2.14200179e-42,8.49051700e-62
2.20474515e-07,1.99999927e-01,1.49999835e+04,3.21524297e-32,2.61502606e-30,2.00370271e-48,6.42363485e-67,7.77230885e-88,2.56938044e-16,9.76710188e-49,1.96491823e-68,3.09415110e-87,1.24163965e-11,4.37359008e-29,1.17147769e-48,1.13621833e-22,1.90024090e-04,2.13220933e-06,9.01972193e-21,1.44978879e-39,2.73217224e-59,8.86322144e-22,0.00000000e+00,2.74641994e-57,5.64758538e-29,1.03783056e-10,4.74199496e-14,7.05549266e-10,9.45296503e-26,6.55473891e-42,2.42873358e-62,9.91804076e-83,7.12940938e-01,1.21648138e-17,2.67663135e-18,1.14787038e-05,6.91379089e-02,6.61167780e-69,4.24771787e-27,2.90510615e-22,6.47744571e-42,4.52259485e-60,1.56462912e-19,0.00000000e+00,3.04469462e-29,4.32348205e-09,5.71005610e-05,2.77849007e-07,6.06960499e-26,3.71484487e-45,3.61990700e-65,3.57266005e-197,3.78970091e-215,6.72065739e-19,2.41761183e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,2.08050243e-23,5.57980357e-42,9.39705149e-61,2.17738145e-240,1.86484868e-34,1.15100880e-14,1.04490476e-09,3.62073843e-04,1.37892591e-07,6.00933793e-07,2.41587126e-25,2.42468657e-42,1.02568214e-61
2.34923963e-07,1.99999922e-01,1.49999824e+04,3.23608599e-32,2.82990802e-30,2.23141040e-48,7.77153519e-67,1.01499520e-87,2.91709556e-16,9.76766260e-49,1.96376631e-68,3.33106705e-87,1.32301209e-11,4.37361643e-29,1.60876013e-48,1.29005914e-22,1.90027979e-04,2.13219949e-06,9.61663892e-21,1.62914242e-39,3.28248416e-59,1.07222661e-21,0.00000000e+00,3.25546796e-57,6.23686232e-29,1.10584767e-10,5.05270281e-14,7.47268282e-10,1.06893077e-25,7.90593424e-42,3.12342804e-62,1.35945472e-82,7.12940926e-01,1.29265601e-17,2.81737204e-18,1.14786995e-05,6.91379205e-02,7.05141541e-69,4.51477359e-27,3.13381067e-22,6.99246706e-42,5.26793103e-60,1.56463803e-19,0.00000000e+00,3.68347974e-29,4.60687634e-09,5.71005039e-05,2.81027059e-07,6.50931851e-26,4.24285177e-45,4.40458861e-65,4.90617927e-197,5.54139490e-215,7.63043787e-19,2.74485964e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,2.21819289e-23,6.34280087e-42,1.13889805e-60,2.80668972e-240,2.40393725e-34,1.30682950e-14,1.11338490e-09,3.62073837e-04,1.37891035e-07,5.93540284e-07,2.55909277e-25,2.74370971e-42,1.23864202e-61
2.50320398e-07,1.99999917e-01,1.49999812e+04,3.25365992e-32,3.05511569e-30,2.47492491e-48,9.36768684e-67,1.32096151e-87,3.31185930e-16,9.76847747e-49,1.96299759e-68,3.58365736e-87,1.40971723e-11,4.37364312e-29,2.20932617e-48,1.46473177e-22,1.90032174e-04,2.13218899e-06,1.02526774e-20,1.82931449e-39,3.94115366e-59,1.29712189e-21,0.00000000e+00,3.85496947e-57,6.87897073e-29,1.17832246e-10,5.38376397e-14,7.91152262e-10,1.20842021e-25,9.53371840e-42,4.01612950e-62,1.86314078e-82,7.12940913e-01,1.37325444e-17,2.96311450e-18,1.14786950e-05,6.91379327e-02,7.51997734e-69,4.79733857e-27,3.37326199e-22,7.53180838e-42,6.12419158e-60,1.56464698e-19,0.00000000e+00,4.45628893e-29,4.90884993e-09,5.71004431e-05,2.84262827e-07,6.98126380e-26,4.84624493e-45,5.35957726e-65,6.73761433e-197,8.10329550e-215,8.66337584e-19,3.11640168e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,2.36490813e-23,7.20959733e-42,1.38016097e-60,3.61787800e-240,3.09887156e-34,1.48374544e-14,1.18635297e-09,3.62073831e-04,1.37889377e-07,5.85762298e-07,2.70958416e-25,3.10357508e-42,1.49530783e-61
2.66725884e-07,1.99999911e-01,1.49999800e+04,3.26820400e-32,3.29039647e-30,2.73393934e-48,1.12499701e-66,1.71327918e-87,3.76003606e-16,9.76953852e-49,1.96271187e-68,3.85295042e-87,1.50210453e-11,4.37366996e-29,3.03404243e-48,1.66305756e-22,1.90036700e-04,2.13217782e-06,1.09304012e-20,2.05248572e-39,4.72891148e-59,1.56918509e-21,0.00000000e+00,4.56010798e-57,7.57750675e-29,1.25554707e-10,5.73651102e-14,8.37274520e-10,1.36573540e-25,1.14941767e-41,5.16304099e-62,2.55299368e-82,7.12940900e-01,1.45849426e-17,3.11375420e-18,1.14786902e-05,6.91379457e-02,8.01925297e-69,5.09617563e-27,3.62320073e-22,8.09488061e-42,7.10562159e-60,1.56465591e-19,0.00000000e+00,5.39124339e-29,5.23062142e-09,5.71003783e-05,2.87543884e-07,7.48768272e-26,5.53581774e-45,6.52191922e-65,9.25255999e-197,1.18487874e-214,9.83614316e-19,3.53823294e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,2.52123966e-23,8.19427859e-42,1.67235821e-60,4.66350998e-240,3.99470641e-34,1.68461269e-14,1.26410311e-09,3.62073824e-04,1.37887610e-07,5.77586693e-07,2.86756701e-25,3.50931295e-42,1.80452929e-61
2.84206552e-07,1.99999905e-01,1.49999787e+04,3.28027901e-32,3.53528956e-30,3.00797013e-48,1.34609965e-66,2.21436897e-87,4.26885085e-16,9.76957618e-49,1.96293165e-68,4.13979195e-87,1.60054634e-11,4.37369663e-29,4.16687995e-48,1.88824004e-22,1.90041582e-04,2.13216591e-06,1.16525421e-20,2.30102338e-39,5.67031764e-59,1.89830802e-21,0.00000000e+00,5.38848127e-57,8.33613171e-29,1.33783280e-10,6.11236368e-14,8.85705529e-10,1.54307932e-25,1.38546233e-41,6.63620220e-62,3.49787748e-82,7.12940885e-01,1.54859844e-17,3.26914560e-18,1.14786851e-05,6.91379594e-02,8.55125545e-69,5.41206651e-27,3.88316020e-22,8.68062126e-42,8.22811288e-60,1.56466473e-19,0.00000000e+00,6.52236523e-29,5.57348938e-09,5.71003092e-05,2.90855565e-07,8.03092329e-26,6.32389753e-45,7.93671976e-65,1.27070555e-196,1.73296922e-214,1.11676686e-18,4.01715966e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,2.68781777e-23,9.31283931e-42,2.02621896e-60,6.01133826e-240,5.14952177e-34,1.91267400e-14,1.34694869e-09,3.62073817e-04,1.37885728e-07,5.69000812e-07,3.03324907e-25,3.96653512e-42,2.17691826e-61
3.02832867e-07,1.99999899e-01,1.49999773e+04,3.29001434e-32,3.78942661e-30,3.29634707e-48,1.60473901e-66,2.85213355e-87,4.84650557e-16,9.76957401e-49,1.96381672e-68,4.44549330e-87,1.70543941e-11,4.37372308e-29,5.72272594e-48,2.14391673e-22,1.90046847e-04,2.13215321e-06,1.24220108e-20,2.57749306e-39,6.79440619e-59,2.29645668e-21,0.00000000e+00,6.36034220e-57,9.15871211e-29,1.42551133e-10,6.51283454e-14,9.36512008e-10,1.74291230e-25,1.66958009e-41,8.52798892e-62,4.79163183e-82,7.12940870e-01,1.64379469e-17,3.42909820e-18,1.14786796e-05,6.91379740e-02,9.11812983e-69,5.74580954e-27,4.15275592e-22,9.28815966e-42,9.50887432e-60,1.56467339e-19,0.00000000e+00,7.89081581e-29,5.93883768e-09,5.71002356e-05,2.94180753e-07,8.61343285e-26,7.22455283e-45,9.65891792e-65,1.74514014e-196,2.53483228e-214,1.26794431e-18,4.56090920e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,2.86531405e-23,1.05834418e-41,2.45472923e-60,7.74869558e-240,6.63818977e-34,2.17161120e-14,1.43522365e-09,3.62073810e-04,1.37883722e-07,5.59992637e-07,3.20682060e-25,4.48149486e-42,2.62519003e-61
3.22679912e-07,1.99999892e-01,1.49999758e+04,3.29796231e-32,4.05217943e-30,3.59819492e-48,1.90613662e-66,3.66073617e-87,5.50231099e-16,9.76925924e-49,1.96419460e-68,4.77106590e-87,1.81720649e-11,4.37374858e-29,7.85958658e-48,2.43421797e-22,1.90052526e-04,2.13213969e-06,1.32419086e-20,2.88466513e-39,8.13548209e-59,2.77810615e-21,0.00000000e+00,7.49908901e-57,1.00491674e-28,1.51893609e-10,6.93953508e-14,9.89755909e-10,1.96797918e-25,2.01145152e-41,1.09567486e-61,6.56276911e-82,7.12940854e-01,1.74431464e-17,3.59337349e-18,1.14786738e-05,6.91379895e-02,9.72216171e-69,6.09821683e-27,4.43134470e-22,9.91603398e-42,1.09671414e-59,1.56468178e-19,0.00000000e+00,9.54639397e-29,6.32814104e-09,5.71001572e-05,2.97499681e-07,9.23774625e-26,8.25383153e-45,1.17554007e-64,2.39673616e-196,3.70759524e-214,1.43958672e-18,5.17825459e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,3.05444408e-23,1.20267097e-41,2.97360608e-60,9.98814907e-240,8.55722738e-34,2.46560468e-14,1.52928379e-09,3.62073802e-04,1.37881585e-07,5.50550973e-07,3.38845043e-25,5.06115121e-42,3.16457149e-61
3.43827692e-07,1.99999885e-01,1.49999742e+04,3.30432458e-32,4.32297229e-30,3.91250282e-48,2.25598645e-66,4.68229298e-87,6.24683661e-16,9.76875329e-49,1.96455923e-68,5.11794884e-87,1.93629803e-11,4.37377333e-29,1.07946391e-47,2.76383373e-22,1.90058650e-04,2.13212528e-06,1.41155400e-20,3.22552373e-39,9.73400981e-59,3.36076661e-21,0.00000000e+00,8.83161343e-57,1.10116003e-28,1.61848368e-10,7.39418211e-14,1.04549328e-09,2.22133869e-25,2.42267619e-41,1.40740669e-61,8.98701142e-82,7.12940837e-01,1.85039288e-17,3.76168171e-18,1.14786676e-05,6.91380059e-02,1.03657864e-68,6.47011081e-27,4.71832727e-22,1.05628868e-41,1.26239120e-59,1.56468982e-19,0.00000000e+00,1.15493489e-28,6.74297105e-09,5.71000737e-05,3.00789724e-07,9.90647057e-26,9.43002426e-45,1.43076009e-64,3.29170990e-196,5.42382397e-214,1.63446442e-18,5.87915602e-21,7.17611355e-05,1.71411363e-07,5.27977883e-06,3.25597034e-23,1.36660609e-41,3.60187151e-60,1.28747950e-239,1.10310575e-33,2.79940086e-14,1.62950824e-09,3.62073793e-04,1.37879307e-07,5.40665642e-07,3.57828152e-25,5.71323811e-42,3.81328381e-61
