time,t9,rho,R15_14,Y_h1,X_h1,Y_he4,X_he4,Y_c12,X_c12,Y_c13,X_c13,Y_n13,X_n13,Y_n14,X_n14,Y_n15,X_n15,Y_o14,X_o14,Y_o15,X_o15,Y_o16,X_o16,Y_o17,X_o17,Y_o18,X_o18,Y_f17,X_f17,Y_f18,X_f18,Y_ne20,X_ne20
1.77059935e-09,1.99999999e-01,1.49999997e+04,3.68903854e-03,7.12941123e-01,7.12941123e-01,6.91377298e-02,2.76550919e-01,1.89972456e-04,2.27966947e-03,2.13235836e-06,2.77206586e-05,3.47169479e-11,4.51320322e-10,5.71014250e-05,7.99419949e-04,2.10640966e-07,3.15961449e-06,7.42281707e-19,1.03919439e-17,8.39157008e-12,1.25873551e-10,3.62073935e-04,5.79318296e-03,1.37916146e-07,2.34457448e-06,7.24775150e-07,1.30459527e-05,8.33468881e-13,1.41689710e-11,3.80905872e-16,6.85630570e-15,7.17611355e-05,1.43522271e-03
1.88664080e-09,1.99999999e-01,1.49999997e+04,3.68986041e-03,7.12941123e-01,7.12941123e-01,6.91377299e-02,2.76550920e-01,1.89972479e-04,2.27966974e-03,2.13235828e-06,2.77206576e-05,3.69922276e-11,4.80898959e-10,5.71014245e-05,7.99419943e-04,2.10687344e-07,3.16031016e-06,8.42765245e-19,1.17987134e-17,8.94153632e-12,1.34123045e-10,3.62073935e-04,5.79318296e-03,1.37916133e-07,2.34457427e-06,7.24703097e-07,1.30446557e-05,8.88092721e-13,1.50975763e-11,4.05869615e-16,7.30565307e-15,7.17611355e-05,1.43522271e-03
2.01028738e-09,1.99999999e-01,1.49999997e+04,3.69073590e-03,7.12941123e-01,7.12941123e-01,6.91377300e-02,2.76550920e-01,1.89972503e-04,2.27967004e-03,2.13235819e-06,2.77206565e-05,3.94166248e-11,5.12416122e-10,5.71014240e-05,7.99419936e-04,2.10736748e-07,3.16105122e-06,9.56851359e-19,1.33959190e-17,9.52754621e-12,1.42913193e-10,3.62073935e-04,5.79318296e-03,1.37916120e-07,2.34457404e-06,7.24626329e-07,1.30432739e-05,9.46296496e-13,1.60870404e-11,4.32469424e-16,7.78444963e-15,7.17611355e-05,1.43522271e-03
2.14203749e-09,1.99999999e-01,1.49999997e+04,3.69166849e-03,7.12941123e-01,7.12941123e-01,6.91377301e-02,2.76550921e-01,1.89972529e-04,2.27967035e-03,2.13235810e-06,2.77206554e-05,4.19999123e-11,5.45998860e-10,5.71014235e-05,7.99419929e-04,2.10789374e-07,3.16184061e-06,1.08638145e-18,1.52093403e-17,1.01519620e-11,1.52279430e-10,3.62073935e-04,5.79318296e-03,1.37916106e-07,2.34457380e-06,7.24544539e-07,1.30418017e-05,1.00831483e-12,1.71413520e-11,4.60812522e-16,8.29462540e-15,7.17611355e-05,1.43522271e-03
2.28242224e-09,1.99999998e-01,1.49999997e+04,3.69266189e-03,7.12941123e-01,7.12941123e-01,6.91377303e-02,2.76550921e-01,1.89972557e-04,2.27967069e-03,2.13235801e-06,2.77206541e-05,4.47525035e-11,5.81782546e-10,5.71014229e-05,7.99419921e-04,2.10845431e-07,3.16268146e-06,1.23344618e-18,1.72682465e-17,1.08173007e-11,1.62259510e-10,3.62073935e-04,5.79318296e-03,1.37916091e-07,2.34457354e-06,7.24457399e-07,1.30402332e-05,1.07439771e-12,1.82647611e-11,4.91013161e-16,8.83823690e-15,7.17611355e-05,1.43522271e-03
2.43200751e-09,1.99999998e-01,1.49999996e+04,3.69372003e-03,7.12941122e-01,7.12941122e-01,6.91377304e-02,2.76550922e-01,1.89972587e-04,2.27967104e-03,2.13235791e-06,2.77206528e-05,4.76854944e-11,6.19911427e-10,5.71014224e-05,7.99419913e-04,2.10905141e-07,3.16357712e-06,1.40041923e-18,1.96058693e-17,1.15262443e-11,1.72893664e-10,3.62073935e-04,5.79318295e-03,1.37916074e-07,2.34457327e-06,7.24364559e-07,1.30385621e-05,1.14481153e-12,1.94617960e-11,5.23193079e-16,9.41747542e-15,7.17611355e-05,1.43522271e-03
2.59139630e-09,1.99999998e-01,1.49999996e+04,3.69484711e-03,7.12941122e-01,7.12941122e-01,6.91377305e-02,2.76550922e-01,1.89972618e-04,2.27967142e-03,2.13235780e-06,2.77206514e-05,5.08107079e-11,6.60539203e-10,5.71014217e-05,7.99419904e-04,2.10968742e-07,3.16453112e-06,1.58999564e-18,2.22599389e-17,1.22816506e-11,1.84224759e-10,3.62073935e-04,5.79318295e-03,1.37916057e-07,2.34457297e-06,7.24265648e-07,1.30367817e-05,1.21984013e-12,2.07372822e-11,5.57481992e-16,1.00346758e-14,7.17611355e-05,1.43522271e-03
2.76123110e-09,1.99999998e-01,1.49999996e+04,3.69604760e-03,7.12941122e-01,7.12941122e-01,6.91377307e-02,2.76550923e-01,1.89972652e-04,2.27967183e-03,2.13235768e-06,2.77206499e-05,5.41407421e-11,7.03829648e-10,5.71014211e-05,7.99419895e-04,2.11036484e-07,3.16554726e-06,1.80523522e-18,2.52732931e-17,1.30865646e-11,1.96298470e-10,3.62073935e-04,5.79318295e-03,1.37916039e-07,2.34457266e-06,7.24160269e-07,1.30348848e-05,1.29978595e-12,2.20963611e-11,5.94018117e-16,1.06923261e-14,7.17611355e-05,1.43522271e-03
2.94219653e-09,1.99999998e-01,1.49999996e+04,3.69732625e-03,7.12941122e-01,7.12941122e-01,6.91377308e-02,2.76550923e-01,1.89972688e-04,2.27967226e-03,2.13235756e-06,2.77206483e-05,5.76890205e-11,7.49957267e-10,5.71014203e-05,7.99419885e-04,2.11108636e-07,3.16662954e-06,2.04961206e-18,2.86945688e-17,1.39442311e-11,2.09163467e-10,3.62073934e-04,5.79318295e-03,1.37916020e-07,2.34457233e-06,7.24048001e-07,1.30328640e-05,1.38497125e-12,2.35445112e-11,6.32948732e-16,1.13930772e-14,7.17611355e-05,1.43522271e-03
3.13502206e-09,1.99999998e-01,1.49999995e+04,3.69868810e-03,7.12941122e-01,7.12941122e-01,6.91377310e-02,2.76550924e-01,1.89972726e-04,2.27967272e-03,2.13235743e-06,2.77206466e-05,6.14698465e-11,7.99108005e-10,5.71014196e-05,7.99419874e-04,2.11185483e-07,3.16778225e-06,2.32707048e-18,3.25789867e-17,1.48581073e-11,2.22871609e-10,3.62073934e-04,5.79318295e-03,1.37915999e-07,2.34457198e-06,7.23928394e-07,1.30307111e-05,1.47573942e-12,2.50875701e-11,6.74430764e-16,1.21397537e-14,7.17611355e-05,1.43522271e-03
