time,t9,rho,R15_14,Y_h1,X_h1,Y_he4,X_he4,Y_c12,X_c12,Y_c13,X_c13,Y_n13,X_n13,Y_n14,X_n14,Y_n15,X_n15,Y_o14,X_o14,Y_o15,X_o15,Y_o16,X_o16,Y_o17,X_o17,Y_o18,X_o18,Y_f17,X_f17,Y_f18,X_f18,Y_ne20,X_ne20
6.40106098e-05,9.12800076e-02,2.21099990e+04,3.75510707e-03,7.11584043e-01,7.11584043e-01,6.90061409e-02,2.76024564e-01,1.89613380e-04,2.27536056e-03,2.12822534e-06,2.76669294e-05,2.09100697e-09,2.71830907e-08,5.69928023e-05,7.97899233e-04,2.13999140e-07,3.20998710e-06,1.25274501e-15,1.75384302e-14,1.49348274e-11,2.24022412e-10,3.61384722e-04,5.78215555e-03,1.37652718e-07,2.34009620e-06,7.14997446e-07,1.28699540e-05,1.67428027e-11,2.84627647e-10,8.15263014e-15,1.46747342e-13,7.16245401e-05,1.43249080e-03
6.78339861e-05,9.12800080e-02,2.21099990e+04,3.75967735e-03,7.11584042e-01,7.11584042e-01,6.90061417e-02,2.76024567e-01,1.89613555e-04,2.27536266e-03,2.12822084e-06,2.76668709e-05,2.21590454e-09,2.88067590e-08,5.69928060e-05,7.97899284e-04,2.14258735e-07,3.21388102e-06,1.40686870e-15,1.96961618e-14,1.58268907e-11,2.37403361e-10,3.61384721e-04,5.78215554e-03,1.37652652e-07,2.34009509e-06,7.14434183e-07,1.28598153e-05,1.77428564e-11,3.01628558e-10,8.63957982e-15,1.55512437e-13,7.16245401e-05,1.43249080e-03
7.18857341e-05,9.12800085e-02,2.21099989e+04,3.76450520e-03,7.11584041e-01,7.11584041e-01,6.90061427e-02,2.76024571e-01,1.89613742e-04,2.27536490e-03,2.12821607e-06,2.76668089e-05,2.34826240e-09,3.05274112e-08,5.69928099e-05,7.97899339e-04,2.14532957e-07,3.21799436e-06,1.57995406e-15,2.21193568e-14,1.67722373e-11,2.51583560e-10,3.61384720e-04,5.78215552e-03,1.37652583e-07,2.34009391e-06,7.13837760e-07,1.28490797e-05,1.88026435e-11,3.19644940e-10,9.15561398e-15,1.64801052e-13,7.16245401e-05,1.43249080e-03
7.61794944e-05,9.12800090e-02,2.21099989e+04,3.76960415e-03,7.11584040e-01,7.11584040e-01,6.90061436e-02,2.76024575e-01,1.89613939e-04,2.27536727e-03,2.12821102e-06,2.76667432e-05,2.48852618e-09,3.23508403e-08,5.69928140e-05,7.97899396e-04,2.14822574e-07,3.22233861e-06,1.77433394e-15,2.48406751e-14,1.77740499e-11,2.66610749e-10,3.61384719e-04,5.78215551e-03,1.37652509e-07,2.34009266e-06,7.13206256e-07,1.28377126e-05,1.99257322e-11,3.38737447e-10,9.70246969e-15,1.74644454e-13,7.16245401e-05,1.43249080e-03
8.07297226e-05,9.12800096e-02,2.21099988e+04,3.77498830e-03,7.11584038e-01,7.11584038e-01,6.90061447e-02,2.76024579e-01,1.89614150e-04,2.27536980e-03,2.12820566e-06,2.76666736e-05,2.63716812e-09,3.42831855e-08,5.69928184e-05,7.97899457e-04,2.15128387e-07,3.22692581e-06,1.99262819e-15,2.78967946e-14,1.88357012e-11,2.82535519e-10,3.61384718e-04,5.78215549e-03,1.37652431e-07,2.34009133e-06,7.12537641e-07,1.28256775e-05,2.11159033e-11,3.58970357e-10,1.02819878e-14,1.85075780e-13,7.16245401e-05,1.43249080e-03
8.55517374e-05,9.12800102e-02,2.21099987e+04,3.78067236e-03,7.11584037e-01,7.11584037e-01,6.90061457e-02,2.76024583e-01,1.89614373e-04,2.27537247e-03,2.12819999e-06,2.76665998e-05,2.79468867e-09,3.63309527e-08,5.69928230e-05,7.97899522e-04,2.15451230e-07,3.23176845e-06,2.23777898e-15,3.13289057e-14,1.99607655e-11,2.99411483e-10,3.61384717e-04,5.78215547e-03,1.37652348e-07,2.34008992e-06,7.11829774e-07,1.28129359e-05,2.23771638e-11,3.80411785e-10,1.08961189e-14,1.96130141e-13,7.16245401e-05,1.43249080e-03
9.06617729e-05,9.12800108e-02,2.21099986e+04,3.78667163e-03,7.11584036e-01,7.11584036e-01,6.90061469e-02,2.76024588e-01,1.89614610e-04,2.27537532e-03,2.12819397e-06,2.76665216e-05,2.96161817e-09,3.85010362e-08,5.69928279e-05,7.97899591e-04,2.15791972e-07,3.23687957e-06,2.51309045e-15,3.51832663e-14,2.11530304e-11,3.17295456e-10,3.61384716e-04,5.78215545e-03,1.37652261e-07,2.34008843e-06,7.11080393e-07,1.27994471e-05,2.37137599e-11,4.03133918e-10,1.15469305e-14,2.07844749e-13,7.16245401e-05,1.43249080e-03
9.60770327e-05,9.12800114e-02,2.21099986e+04,3.79300201e-03,7.11584034e-01,7.11584034e-01,6.90061481e-02,2.76024592e-01,1.89614862e-04,2.27537835e-03,2.12818760e-06,2.76664388e-05,3.13851865e-09,4.08007425e-08,5.69928331e-05,7.97899664e-04,2.16151514e-07,3.24227271e-06,2.82227326e-15,3.95118257e-14,2.24165099e-11,3.36247648e-10,3.61384715e-04,5.78215543e-03,1.37652168e-07,2.34008685e-06,7.10287112e-07,1.27851680e-05,2.51301913e-11,4.27213253e-10,1.22366131e-14,2.20259035e-13,7.16245401e-05,1.43249080e-03
1.01815748e-04,9.12800121e-02,2.21099985e+04,3.79968001e-03,7.11584033e-01,7.11584033e-01,6.90061494e-02,2.76024598e-01,1.89615130e-04,2.27538156e-03,2.12818085e-06,2.76663510e-05,3.32598571e-09,4.32378142e-08,5.69928386e-05,7.97899741e-04,2.16530794e-07,3.24796191e-06,3.16949459e-15,4.43729243e-14,2.37554576e-11,3.56331864e-10,3.61384713e-04,5.78215541e-03,1.37652069e-07,2.34008518e-06,7.09447414e-07,1.27700534e-05,2.66312268e-11,4.52730855e-10,1.29674882e-14,2.33414788e-13,7.16245401e-05,1.43249080e-03
1.07897238e-04,9.12800128e-02,2.21099984e+04,3.80672273e-03,7.11584031e-01,7.11584031e-01,6.90061508e-02,2.76024603e-01,1.89615415e-04,2.27538498e-03,2.12817369e-06,2.76662579e-05,3.52465052e-09,4.58204568e-08,5.69928445e-05,7.97899823e-04,2.16930782e-07,3.25396173e-06,3.55943430e-15,4.98320802e-14,2.51743813e-11,3.77615720e-10,3.61384712e-04,5.78215539e-03,1.37651965e-07,2.34008340e-06,7.08558643e-07,1.27540556e-05,2.82219196e-11,4.79772633e-10,1.37420161e-14,2.47356290e-13,7.16245401e-05,1.43249080e-03
