time,t9,rho,b10,b11,b12,b13,b14,b8,be10,be11,be12,be7,be9,c10,c11,c12,c13,c14,c15,c16,c9,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,h1,h2,h3,he3,he4,he6,li6,li7,li8,li9,n,n11,n12,n13,n14,n15,n16,n17,n18,ne16,ne17,ne18,ne19,ne20,ne21,ne22,ne23,ne24,ne25,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21
5.14677185e-01,9.13410706e-02,2.21022450e+04,3.77254040e-39,8.70245468e-26,2.84692478e-48,4.14611265e-68,1.24256064e-90,3.73440579e-08,1.81390266e-60,4.91992537e-85,2.25901334e-105,5.83049595e-08,6.92465708e-36,4.92895119e-38,7.73666030e-17,1.74628754e-04,1.60637979e-06,3.37180875e-21,7.68752441e-44,4.17675692e-64,1.05144655e-09,0.00000000e+00,9.85263168e-94,5.15301059e-42,1.35232010e-07,5.66130592e-11,4.06605468e-09,1.21465014e-25,6.38296317e-42,6.11179101e-63,5.98119133e-84,7.12922820e-01,1.02958556e-18,5.57073016e-24,1.08230831e-05,6.91395768e-02,3.57391359e-100,3.69904935e-28,1.04788310e-22,2.28998941e-47,5.75270021e-66,1.74371238e-26,0.00000000e+00,9.10869653e-21,1.61901726e-05,5.75195799e-05,1.85062084e-12,4.01305765e-34,1.00879347e-49,4.65463492e-70,0.00000000e+00,0.00000000e+00,4.74965684e-13,3.66748709e-15,7.17611355e-05,1.71411363e-07,5.27977883e-06,9.43927744e-24,1.09055486e-42,3.79757478e-62,0.00000000e+00,1.30618172e-23,7.95830523e-08,1.21252896e-07,3.61938802e-04,1.29675043e-07,2.83011627e-17,8.43706887e-35,1.35037258e-49,3.50881274e-69
5.45419035e-01,9.13447183e-02,2.21017818e+04,3.70688857e-39,9.82708784e-26,3.15678571e-48,4.54326405e-68,1.34387984e-90,4.05079874e-08,1.74970585e-60,4.66018111e-85,2.10125191e-105,5.98087718e-08,6.80226896e-36,5.88552511e-38,8.73931822e-17,1.73698744e-04,1.57966925e-06,3.52230672e-21,7.88545423e-44,4.49318949e-64,1.17976476e-09,0.00000000e+00,1.11288898e-93,5.47711262e-42,1.43315704e-07,5.94674670e-11,4.05667567e-09,1.23722453e-25,6.80321459e-42,6.83059880e-63,7.00422755e-84,7.12921863e-01,1.02999945e-18,5.46509921e-24,1.07859954e-05,6.91395893e-02,3.67750583e-100,3.70050964e-28,1.07464781e-22,2.30606513e-47,5.93332209e-66,1.71273305e-26,0.00000000e+00,1.03321029e-20,1.71099435e-05,5.75401001e-05,1.96152576e-12,4.16271413e-34,1.00366436e-49,4.80608357e-70,0.00000000e+00,0.00000000e+00,5.31407611e-13,4.09392666e-15,7.17611355e-05,1.71411363e-07,5.27977883e-06,9.91692226e-24,1.20372340e-42,4.40390330e-62,0.00000000e+00,1.48691555e-23,8.92257912e-08,1.28536993e-07,3.61930681e-04,1.29221419e-07,2.97248310e-17,3.42568503e-35,8.00925639e-50,2.23262750e-69
5.77997107e-01,9.13485840e-02,2.21012909e+04,3.63876571e-39,1.10918543e-25,3.49510260e-48,4.96431744e-68,1.44745836e-90,4.38592062e-08,1.68432528e-60,4.40054992e-85,1.94647950e-105,6.12599440e-08,6.67527294e-36,7.01745562e-38,9.86748029e-17,1.72718220e-04,1.55188326e-06,3.67642894e-21,8.07327477e-44,4.82160646e-64,1.31995201e-09,0.00000000e+00,1.25747886e-93,5.82261592e-42,1.51883014e-07,6.24341632e-11,4.04675484e-09,1.25738978e-25,7.22846748e-42,7.60485422e-63,8.16510699e-84,7.12920854e-01,1.03043569e-18,5.35584904e-24,1.07469336e-05,6.91396027e-02,3.77759736e-100,3.70204861e-28,1.10043854e-22,2.31635699e-47,6.09144123e-66,1.68059003e-26,0.00000000e+00,1.17123808e-20,1.80789954e-05,5.75613571e-05,2.07902137e-12,4.32210098e-34,9.98255456e-50,4.95335226e-70,0.00000000e+00,0.00000000e+00,5.94430012e-13,4.56836407e-15,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.04138360e-23,1.32738645e-42,5.09984694e-62,0.00000000e+00,1.69132999e-23,1.00026970e-07,1.36260884e-07,3.61922072e-04,1.28745348e-07,3.12021538e-17,1.21023493e-35,4.60268997e-50,1.37643800e-69
6.12521078e-01,9.13526805e-02,2.21007707e+04,3.56816251e-39,1.25127534e-25,3.86339603e-48,5.40812691e-68,1.55227322e-90,4.73964864e-08,1.61788847e-60,4.14188889e-85,1.79530026e-105,6.26504474e-08,6.54365142e-36,8.35436743e-38,1.11355925e-16,1.71684760e-04,1.52301119e-06,3.83388300e-21,8.24916575e-44,5.16048037e-64,1.47241630e-09,0.00000000e+00,1.42137200e-93,6.19105710e-42,1.60962922e-07,6.55138670e-11,4.03626207e-09,1.27487731e-25,7.65501277e-42,8.43287640e-63,9.47297996e-84,7.12919790e-01,1.03089534e-18,5.24300962e-24,1.07058070e-05,6.91396171e-02,3.87336188e-100,3.70366997e-28,1.12510993e-22,2.32056670e-47,6.22364168e-66,1.64727924e-26,0.00000000e+00,1.32679562e-20,1.90996069e-05,5.75833453e-05,2.20349608e-12,4.48705693e-34,9.92554149e-50,5.09531977e-70,0.00000000e+00,0.00000000e+00,6.64777208e-13,5.09591579e-15,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.09302540e-23,1.46231057e-42,5.89704691e-62,0.00000000e+00,1.92226322e-23,1.12123898e-07,1.44451345e-07,3.61912945e-04,1.28246040e-07,3.27331367e-17,4.77196351e-36,2.55748950e-50,8.20629008e-70
6.49107179e-01,9.13570218e-02,2.21002195e+04,3.49508036e-39,1.41072710e-25,4.26304047e-48,5.87296294e-68,1.65712385e-90,5.11164178e-08,1.55053829e-60,3.88509261e-85,1.64830867e-105,6.39723689e-08,6.40740670e-36,9.93025086e-38,1.25594686e-16,1.70595859e-04,1.49304666e-06,3.99432075e-21,8.41123475e-44,5.50790643e-64,1.63745046e-09,0.00000000e+00,1.60724658e-93,6.58409771e-42,1.70586155e-07,6.87068043e-11,4.02516571e-09,1.28942239e-25,8.07861207e-42,9.31149042e-63,1.09350928e-83,7.12918668e-01,1.03137951e-18,5.12663074e-24,1.06625223e-05,6.91396325e-02,3.96392441e-100,3.70537756e-28,1.14851880e-22,2.31844170e-47,6.32667802e-66,1.61280164e-26,0.00000000e+00,1.50190463e-20,2.01741164e-05,5.76060542e-05,2.33536066e-12,4.65404561e-34,9.86547203e-50,5.23079364e-70,0.00000000e+00,0.00000000e+00,7.43273635e-13,5.68219276e-15,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.14663493e-23,1.60928439e-42,6.80830809e-62,0.00000000e+00,2.18283739e-23,1.25669811e-07,1.53136804e-07,3.61903267e-04,1.27722724e-07,3.43175042e-17,1.64026673e-36,1.37277047e-50,4.72298204e-70
6.87878580e-01,9.13616223e-02,2.20996353e+04,3.41953256e-39,1.58944468e-25,4.69520778e-48,6.35644475e-68,1.76063562e-90,5.50131524e-08,1.48243299e-60,3.63108536e-85,1.50608067e-105,6.52180286e-08,6.26656329e-36,1.17839429e-37,1.41563573e-16,1.69448944e-04,1.46198806e-06,4.15733387e-21,8.55753463e-44,5.86157680e-64,1.81520817e-09,0.00000000e+00,1.81817216e-93,7.00353605e-42,1.80785289e-07,7.20126461e-11,4.01343252e-09,1.30076848e-25,8.49450778e-42,1.02358046e-62,1.25559959e-83,7.12917485e-01,1.03188932e-18,5.00678381e-24,1.06169837e-05,6.91396491e-02,4.04836652e-100,3.70717534e-28,1.17052634e-22,2.30978267e-47,6.39758159e-66,1.57716386e-26,0.00000000e+00,1.69877573e-20,2.13049179e-05,5.76294682e-05,2.47504945e-12,4.82175723e-34,9.80220832e-50,5.35851651e-70,0.00000000e+00,0.00000000e+00,8.30831762e-13,6.33333918e-15,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.20222238e-23,1.76911321e-42,7.84764018e-62,0.00000000e+00,2.47647563e-23,1.40835654e-07,1.62347442e-07,3.61893007e-04,1.27174655e-07,3.59546667e-17,3.98108788e-37,7.10551361e-51,2.61964160e-70
7.28965811e-01,9.13664976e-02,2.20990162e+04,3.34154568e-39,1.78949293e-25,5.16080396e-48,6.85548002e-68,1.86127073e-90,5.90781625e-08,1.41374609e-60,3.38081189e-85,1.36916447e-105,6.63801028e-08,6.12117035e-36,1.39596197e-37,1.59450015e-16,1.68241367e-04,1.42983913e-06,4.32244965e-21,8.68608489e-44,6.21876100e-64,2.00567976e-09,0.00000000e+00,2.05767075e-93,7.45132032e-42,1.91594858e-07,7.54304421e-11,4.00102760e-09,1.30867210e-25,8.89745091e-42,1.11990032e-62,1.43366557e-83,7.12916238e-01,1.03242594e-18,4.88356361e-24,1.05690933e-05,6.91396669e-02,4.12573325e-100,3.70906734e-28,1.19100025e-22,2.29445056e-47,6.43377121e-66,1.54037878e-26,0.00000000e+00,1.91981715e-20,2.24944546e-05,5.76535658e-05,2.62302163e-12,4.98926900e-34,9.73560765e-50,5.47717466e-70,0.00000000e+00,0.00000000e+00,9.28460654e-13,7.05607274e-15,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.25979013e-23,1.94261231e-42,9.03028241e-62,0.00000000e+00,2.80691779e-23,1.57812049e-07,1.72115301e-07,3.61882127e-04,1.26601120e-07,3.76436864e-17,4.00167213e-37,3.52949407e-51,1.39622928e-70
7.72507197e-01,9.13716642e-02,2.20983601e+04,3.26116084e-39,2.01310151e-25,5.66039953e-48,7.36621678e-68,1.95734778e-90,6.33000237e-08,1.34466595e-60,3.13522685e-85,1.23807116e-105,6.74517510e-08,5.97130418e-36,1.65072900e-37,1.79456832e-16,1.66970415e-04,1.39660966e-06,4.48912683e-21,8.79489714e-44,6.57629449e-64,2.20866858e-09,0.00000000e+00,2.32978815e-93,7.92956315e-42,2.03051481e-07,7.89585541e-11,3.98791437e-09,1.31290800e-25,9.28174980e-42,1.21921676e-62,1.62734947e-83,7.12914926e-01,1.03299055e-18,4.75709011e-24,1.05187511e-05,6.91396860e-02,4.19504181e-100,3.71105774e-28,1.20981714e-22,2.27237289e-47,6.43316562e-66,1.50246617e-26,0.00000000e+00,2.16764206e-20,2.37452121e-05,5.76783191e-05,2.77976253e-12,5.15533973e-34,9.66552297e-50,5.58540912e-70,0.00000000e+00,0.00000000e+00,1.03727524e-12,7.85772599e-15,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.31933185e-23,2.13059915e-42,1.03727071e-61,0.00000000e+00,3.17823441e-23,1.76811470e-07,1.82474404e-07,3.61870591e-04,1.26001454e-07,3.93832416e-17,9.13475260e-38,1.68443336e-51,7.13864412e-71
8.18649325e-01,9.13771393e-02,2.20976649e+04,3.17843516e-39,2.26266698e-25,6.19415509e-48,7.88401258e-68,2.04707109e-90,6.76642310e-08,1.27539512e-60,2.89528300e-85,1.11326520e-105,6.84267417e-08,5.81707081e-36,1.94832724e-37,2.01802547e-16,1.65633317e-04,1.36231605e-06,4.65675183e-21,8.88200489e-44,6.93057761e-64,2.42376924e-09,0.00000000e+00,2.63917753e-93,8.44055788e-42,2.15193978e-07,8.25945862e-11,3.97405448e-09,1.31327466e-25,9.64134131e-42,1.32041460e-62,1.83574004e-83,7.12913543e-01,1.03358439e-18,4.62751010e-24,1.04658552e-05,6.91397065e-02,4.25529234e-100,3.71315078e-28,1.22686471e-22,2.24354907e-47,6.39428906e-66,1.46345337e-26,0.00000000e+00,2.44507420e-20,2.50597098e-05,5.77036935e-05,2.94578496e-12,5.31924707e-34,9.59180354e-50,5.68182944e-70,0.00000000e+00,0.00000000e+00,1.15850632e-12,8.74628861e-15,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.38083174e-23,2.33388419e-42,1.18925973e-61,0.00000000e+00,3.59483837e-23,1.98070638e-07,1.93460873e-07,3.61858359e-04,1.25375050e-07,4.11715908e-17,7.82205331e-38,7.73410343e-52,3.50069624e-71
8.67547538e-01,9.13829415e-02,2.20969281e+04,3.09344311e-39,2.54075255e-25,6.76174335e-48,8.40342644e-68,2.12857022e-90,7.21530615e-08,1.20614937e-60,2.66191820e-85,9.95155298e-106,6.92995749e-08,5.65860857e-36,2.29506399e-37,2.26721500e-16,1.64227248e-04,1.32698202e-06,4.82463541e-21,8.94549747e-44,7.27758711e-64,2.65034863e-09,0.00000000e+00,2.99119734e-93,8.98679664e-42,2.28063516e-07,8.63353157e-11,3.95940775e-09,1.30959997e-25,9.96988661e-42,1.42214888e-62,2.05727607e-83,7.12912089e-01,1.03420869e-18,4.49499877e-24,1.04103023e-05,6.91397286e-02,4.30548063e-100,3.71535077e-28,1.24204399e-22,2.20805453e-47,6.31636566e-66,1.42337588e-26,0.00000000e+00,2.75515128e-20,2.64404908e-05,5.77296467e-05,3.12163066e-12,5.47999398e-34,9.51429546e-50,5.76503029e-70,0.00000000e+00,0.00000000e+00,1.29351127e-12,9.73045010e-15,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.44426367e-23,2.55326029e-42,1.36087934e-61,0.00000000e+00,4.06149364e-23,2.21853159e-07,2.05113065e-07,3.61845387e-04,1.24721374e-07,4.30065369e-17,2.00169894e-37,3.37666762e-52,1.63849319e-71
9.19366460e-01,9.13890902e-02,2.20961473e+04,3.00627790e-39,2.85008512e-25,7.36227025e-48,8.91823924e-68,2.19994989e-90,7.67454972e-08,1.13715628e-60,2.43604146e-85,8.84085917e-106,7.00655951e-08,5.49609069e-36,2.69796088e-37,2.54463736e-16,1.62749340e-04,1.29063931e-06,4.99200996e-21,8.98355823e-44,7.61290302e-64,2.88753074e-09,0.00000000e+00,3.39202653e-93,9.57099055e-42,2.41703739e-07,9.01766247e-11,3.94393216e-09,1.30174686e-25,1.02608935e-41,1.52284697e-62,2.28965937e-83,7.12910558e-01,1.03486473e-18,4.35976114e-24,1.03519877e-05,6.91397524e-02,4.34461307e-100,3.71766214e-28,1.25527141e-22,2.16604329e-47,6.19939809e-66,1.38227808e-26,0.00000000e+00,3.10112583e-20,2.78901104e-05,5.77561283e-05,3.30787176e-12,5.63646715e-34,9.43284228e-50,5.83361117e-70,0.00000000e+00,0.00000000e+00,1.44378562e-12,1.08196423e-14,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.50959046e-23,2.78949091e-42,1.55412030e-61,0.00000000e+00,4.58332045e-23,2.48452432e-07,2.17471709e-07,3.61831631e-04,1.24039979e-07,4.48853927e-17,1.10981960e-37,1.40596449e-52,7.29042723e-72
9.74280543e-01,9.13956062e-02,2.20953198e+04,2.91705283e-39,3.19354922e-25,7.99419789e-48,9.42150837e-68,2.25934975e-90,8.14172190e-08,1.06865364e-60,2.21851832e-85,7.80329668e-106,7.07210906e-08,5.32972781e-36,3.16478447e-37,2.85294642e-16,1.61196690e-04,1.25332826e-06,5.15802749e-21,8.99450639e-44,7.93175293e-64,3.13418669e-09,0.00000000e+00,3.84880007e-93,1.01960923e-41,2.56160933e-07,9.41134335e-11,3.92758375e-09,1.28961889e-25,1.05078650e-41,1.62072126e-62,2.52978608e-83,7.12908948e-01,1.03555379e-18,4.22203327e-24,1.02908059e-05,6.91397780e-02,4.37172371e-100,3.72008933e-28,1.26648051e-22,2.11774884e-47,6.04422282e-66,1.34021379e-26,0.00000000e+00,3.48646294e-20,2.94111218e-05,5.77830792e-05,3.50511226e-12,5.78768702e-34,9.34728561e-50,5.88619899e-70,0.00000000e+00,0.00000000e+00,1.61097537e-12,1.20240814e-14,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.57676309e-23,3.04329701e-42,1.77106692e-61,0.00000000e+00,5.16579631e-23,2.78194829e-07,2.30580051e-07,3.61817043e-04,1.23330526e-07,4.68049469e-17,1.73368168e-37,5.72347253e-53,3.12392465e-72
1.03247466e+00,9.14025114e-02,2.20944430e+04,2.82590261e-39,3.57417754e-25,8.65527343e-48,9.90566128e-68,2.30501236e-90,8.61406815e-08,1.00088734e-60,2.01015584e-85,6.84080870e-106,7.12633762e-08,5.15977040e-36,3.70406588e-37,3.19494292e-16,1.59566375e-04,1.21509855e-06,5.32175873e-21,8.97684225e-44,8.22907506e-64,3.38893117e-09,0.00000000e+00,4.36976895e-93,1.08653215e-41,2.71484173e-07,9.81396392e-11,3.91031661e-09,1.27316546e-25,1.07044714e-41,1.71379463e-62,2.77370760e-83,7.12907256e-01,1.03627717e-18,4.08208316e-24,1.02266509e-05,6.91398055e-02,4.38589335e-100,3.72263684e-28,1.27562345e-22,2.06348320e-47,5.85253385e-66,1.29724694e-26,0.00000000e+00,3.91483476e-20,3.10060609e-05,5.78104312e-05,3.71398963e-12,5.93246691e-34,9.25746586e-50,5.92147376e-70,0.00000000e+00,0.00000000e+00,1.79689015e-12,1.33548086e-14,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.64572012e-23,3.31534268e-42,2.01387926e-61,0.00000000e+00,5.81475241e-23,3.11443192e-07,2.44484018e-07,3.61801572e-04,1.22592804e-07,4.87614341e-17,1.68714519e-37,2.20182568e-53,1.27751473e-72
1.09414474e+00,9.14098290e-02,2.20935138e+04,2.73298454e-39,3.99513774e-25,9.34246802e-48,1.03626318e-67,2.33535751e-90,9.08852837e-08,9.34108923e-61,1.81168761e-85,5.95450902e-106,7.16908526e-08,4.98651096e-36,4.32510610e-37,3.57356477e-16,1.57855463e-04,1.17600979e-06,5.48219339e-21,8.92929475e-44,8.49960233e-64,3.65012604e-09,0.00000000e+00,4.96448932e-93,1.15821930e-41,2.87725507e-07,1.02248060e-10,3.89208283e-09,1.25238650e-25,1.08447452e-41,1.79993974e-62,3.01663078e-83,7.12905479e-01,1.03703619e-18,3.94021140e-24,1.01594165e-05,6.91398351e-02,4.38627065e-100,3.72530921e-28,1.28267206e-22,2.00363407e-47,5.62687529e-66,1.25345208e-26,0.00000000e+00,4.39011122e-20,3.26774277e-05,5.78381066e-05,3.93517640e-12,6.06965077e-34,9.16322294e-50,5.93819697e-70,0.00000000e+00,0.00000000e+00,2.00351721e-12,1.48237281e-14,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.71638710e-23,3.60622001e-42,2.28477043e-61,0.00000000e+00,6.53636480e-23,3.48600661e-07,2.59232375e-07,3.61785164e-04,1.21826752e-07,5.07505081e-17,1.34406380e-37,7.86012281e-54,4.82475515e-73
1.15949839e+00,9.14175838e-02,2.20925290e+04,2.63847956e-39,4.45971507e-25,1.00519310e-47,1.07840416e-67,2.34905966e-90,9.56176428e-08,8.68572762e-61,1.62375921e-85,5.14465291e-106,7.20030376e-08,4.81028602e-36,5.03796365e-37,3.99187401e-16,1.56061031e-04,1.13613208e-06,5.63824182e-21,8.85087062e-44,8.73796826e-64,3.91589208e-09,0.00000000e+00,5.64404670e-93,1.23505488e-41,3.04940129e-07,1.06430389e-10,3.87283247e-09,1.22733643e-25,1.09232939e-41,1.87693324e-62,3.25296800e-83,7.12903612e-01,1.03783217e-18,3.79675133e-24,1.00889972e-05,6.91398669e-02,4.37209476e-100,3.72811096e-28,1.28761839e-22,1.93865987e-47,5.37059849e-66,1.20891488e-26,0.00000000e+00,4.91634670e-20,3.44276662e-05,5.78660176e-05,4.16938180e-12,6.19807143e-34,9.06439722e-50,5.93524252e-70,0.00000000e+00,0.00000000e+00,2.23303626e-12,1.64436430e-14,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.78867621e-23,3.91643309e-42,2.58597856e-61,0.00000000e+00,7.33713998e-23,3.90114848e-07,2.74876912e-07,3.61767760e-04,1.21032486e-07,5.27672200e-17,1.63530589e-37,2.97785044e-54,1.82125669e-73
1.22875564e+00,9.14258017e-02,2.20914855e+04,2.54259313e-39,4.97129115e-25,1.07789653e-47,1.11614257e-67,2.34512373e-90,1.00301973e-07,8.04532881e-61,1.44691458e-85,4.41062835e-106,7.22005694e-08,4.63147776e-36,5.85342152e-37,4.45304023e-16,1.54180182e-04,1.09554654e-06,5.78873851e-21,8.74090347e-44,8.93883357e-64,4.18412973e-09,0.00000000e+00,6.42132227e-93,1.31745939e-41,3.23186575e-07,1.10677162e-10,3.85251352e-09,1.19812708e-25,1.09355223e-41,1.94252519e-62,3.47644839e-83,7.12901652e-01,1.03866642e-18,3.65206877e-24,1.00152883e-05,6.91399010e-02,4.34271931e-100,3.73104662e-28,1.29047471e-22,1.86908309e-47,5.08777946e-66,1.16373252e-26,0.00000000e+00,5.49776271e-20,3.62591403e-05,5.78940661e-05,4.41735346e-12,6.31649848e-34,8.96083046e-50,5.91162962e-70,0.00000000e+00,0.00000000e+00,2.48783514e-12,1.82282865e-14,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.86248596e-23,4.24638184e-42,2.91973361e-61,0.00000000e+00,8.22389478e-23,4.36482403e-07,2.91472621e-07,3.61749300e-04,1.20210329e-07,5.48060044e-17,1.45506237e-37,9.52868467e-55,6.36344419e-74
1.30214965e+00,9.14345105e-02,2.20903796e+04,2.44555588e-39,5.53331841e-25,1.15180291e-47,1.14864988e-67,2.32295513e-90,1.04900572e-07,7.42239438e-61,1.28158407e-85,3.75097178e-106,7.22851790e-08,4.45051521e-36,6.78293025e-37,4.96032063e-16,1.52210068e-04,1.05434573e-06,5.93244746e-21,8.59910137e-44,9.09703248e-64,4.45254848e-09,0.00000000e+00,7.31130994e-93,1.40589370e-41,3.42526930e-07,1.14977735e-10,3.83107193e-09,1.16492952e-25,1.08778558e-41,1.99452241e-62,3.68029645e-83,7.12899597e-01,1.03954026e-18,3.50656124e-24,9.93818668e-06,6.91399376e-02,4.29763718e-100,3.73412065e-28,1.29127302e-22,1.79548182e-47,4.78310195e-66,1.11801402e-26,0.00000000e+00,6.13872642e-20,3.81741083e-05,5.79221435e-05,4.67987910e-12,6.42376305e-34,8.85236696e-50,5.86655718e-70,0.00000000e+00,0.00000000e+00,2.77052631e-12,2.01923480e-14,7.17611356e-05,1.71411363e-07,5.27977883e-06,1.93770123e-23,4.59634590e-42,3.28821928e-61,0.00000000e+00,9.20373062e-23,4.88253967e-07,3.09077904e-07,3.61729718e-04,1.19360841e-07,5.68606734e-17,1.49275404e-37,3.40415766e-55,1.88646248e-74
1.37992751e+00,9.14437395e-02,2.20892077e+04,2.34762397e-39,6.14929064e-25,1.22627710e-47,1.17514569e-67,2.28241887e-90,1.09374417e-07,6.81934940e-61,1.12807420e-85,3.16340707e-106,7.22596268e-08,4.26787489e-36,7.83852481e-37,5.51703661e-16,1.50147911e-04,1.01263396e-06,6.06806989e-21,8.42559103e-44,9.20773670e-64,4.71870534e-09,0.00000000e+00,8.33149484e-93,1.50086359e-41,3.63027044e-07,1.19320293e-10,3.80845155e-09,1.12797442e-25,1.07479576e-41,2.03088346e-62,3.85747931e-83,7.12897442e-01,1.04045498e-18,3.36065646e-24,9.85759166e-06,6.91399769e-02,4.23650533e-100,3.73733748e-28,1.29006387e-22,1.71847983e-47,4.46171043e-66,1.07188033e-26,0.00000000e+00,6.84372519e-20,4.01746929e-05,5.79501309e-05,4.95778831e-12,6.51870652e-34,8.73885482e-50,5.79943855e-70,0.00000000e+00,0.00000000e+00,3.08396416e-12,2.23514936e-14,7.17611356e-05,1.71411363e-07,5.27977883e-06,2.01419344e-23,4.96646927e-42,3.69353041e-61,0.00000000e+00,1.02840021e-22,5.46039562e-07,3.27754781e-07,3.61708945e-04,1.18484859e-07,5.89244214e-17,1.49142679e-37,1.76789708e-55,7.41107287e-75
1.46235107e+00,9.14535197e-02,2.20879658e+04,2.24907910e-39,6.82270981e-25,1.30061030e-47,1.19493014e-67,2.22388142e-90,1.13683855e-07,6.23850266e-61,9.86560280e-86,2.64490679e-106,7.21276096e-08,4.08408087e-36,9.03271383e-37,6.12654727e-16,1.47991033e-04,9.70527473e-07,6.19425442e-21,8.22095633e-44,9.26663177e-64,4.98005143e-09,0.00000000e+00,9.50230624e-93,1.60292494e-41,3.84756766e-07,1.23691867e-10,3.78459416e-09,1.08755088e-25,1.05449234e-41,2.04982182e-62,4.00102138e-83,7.12895185e-01,1.04141185e-18,3.21481024e-24,9.77340537e-06,6.91400190e-02,4.15916895e-100,3.74070140e-28,1.28691462e-22,1.63873554e-47,4.12903737e-66,1.02546437e-26,0.00000000e+00,7.61733752e-20,4.22628485e-05,5.79778991e-05,5.25195427e-12,6.60024156e-34,8.62014733e-50,5.70993594e-70,0.00000000e+00,0.00000000e+00,3.43126304e-12,2.47223790e-14,7.17611356e-05,1.71411363e-07,5.27977883e-06,2.09182111e-23,5.35674643e-42,4.13762699e-61,0.00000000e+00,1.14722810e-22,6.10514421e-07,3.47569114e-07,3.61686908e-04,1.17583534e-07,6.09898433e-17,1.44975344e-37,6.39500265e-56,1.13311584e-75
1.54969782e+00,9.14638841e-02,2.20866496e+04,2.15022812e-39,7.55704984e-25,1.37403169e-47,1.20741728e-67,2.14823100e-90,1.17789368e-07,5.68200574e-61,8.57081887e-86,2.19177691e-106,7.18936396e-08,3.89970406e-36,1.03783412e-36,6.79222041e-16,1.45736879e-04,9.28154416e-07,6.30961008e-21,7.98626888e-44,9.27009963e-64,5.23398555e-09,0.00000000e+00,1.08476609e-92,1.71268959e-41,4.07790193e-07,1.28078394e-10,3.75943951e-09,1.04400369e-25,1.02694416e-41,2.04991152e-62,4.10437527e-83,7.12892821e-01,1.04241213e-18,3.06950361e-24,9.68553373e-06,6.91400640e-02,4.06568408e-100,3.74421660e-28,1.28190732e-22,1.55693029e-47,3.79061602e-66,9.78910796e-27,0.00000000e+00,8.46420097e-20,4.44403246e-05,5.80053092e-05,5.56329554e-12,6.66737909e-34,8.49610456e-50,5.59799301e-70,0.00000000e+00,0.00000000e+00,3.81581613e-12,2.73226543e-14,7.17611356e-05,1.71411363e-07,5.27977883e-06,2.17043069e-23,5.76701057e-42,4.62228623e-61,0.00000000e+00,1.27763157e-22,6.82425290e-07,3.68590845e-07,3.61663527e-04,1.16658377e-07,6.30489672e-17,1.45991720e-37,8.45839505e-56,8.32435097e-76
1.64226181e+00,9.14748675e-02,2.20852549e+04,2.05140216e-39,8.35571778e-25,1.44572473e-47,1.21216767e-67,2.05687268e-90,1.21652418e-07,5.15181211e-61,7.39541767e-86,1.79976073e-106,7.15628971e-08,3.71536053e-36,1.18884219e-36,7.51740130e-16,1.43383059e-04,8.85654677e-07,6.41272232e-21,7.72310820e-44,9.21540098e-64,5.47791342e-09,0.00000000e+00,1.23956168e-92,1.83083202e-41,4.32205928e-07,1.32464804e-10,3.73292537e-09,9.97728736e-26,9.92390806e-42,2.03018912e-62,4.16182922e-83,7.12890348e-01,1.04345700e-18,2.92523913e-24,9.59388723e-06,6.91401121e-02,3.95633755e-100,3.74788710e-28,1.27513595e-22,1.47375624e-47,3.45188837e-66,9.32375582e-27,0.00000000e+00,9.38897777e-20,4.67086260e-05,5.80322128e-05,5.89277788e-12,6.71925529e-34,8.36659506e-50,5.46386436e-70,0.00000000e+00,0.00000000e+00,4.24131487e-12,3.01709600e-14,7.17611356e-05,1.71411363e-07,5.27977883e-06,2.24985781e-23,6.19692499e-42,5.14905438e-61,0.00000000e+00,1.42039886e-22,7.62597209e-07,3.90894256e-07,3.61638720e-04,1.15711311e-07,6.50933058e-17,1.41819351e-37,5.45555709e-56,3.55260398e-77
