time,t9,rho,eps_nuc_erg_g_s,F_c12_pg_n13,F_n13_pg_o14,F_n13_bd_c13,F_c13_pg_n14,F_n14_pg_o15,F_o14_bd_n14,F_o15_bd_n15,F_n15_pa_c12,F_n15_pg_o16,F_o16_pg_f17,F_o17_pa_n14,F_f17_bd_o17,F_f17_pg_ne18,F_ne18_bd_f18,F_f18_pa_o15,F_o17_pg_f18,tau_c12_pg_n13,tau_n13_pg_o14,tau_n13_bd_c13,tau_c13_pg_n14,tau_n14_pg_o15,tau_o14_bd_n14,tau_o15_bd_n15,tau_n15_pa_c12,tau_n15_pg_o16,tau_o16_pg_f17,tau_o17_pa_n14,tau_f17_bd_o17,tau_f17_pg_ne18,tau_ne18_bd_f18,tau_f18_pa_o15,tau_o17_pg_f18,tau_T9,tau_rho,Q_c12_pg_n13,Q_n13_pg_o14,Q_o14_bd_n14,Q_n14_pg_o15,Q_o15_bd_n15,Q_n15_pa_c12,steady_flow_dispersion_dex,fside_c12,fside_n13,fside_o14,fside_n14,fside_o15,fside_n15
3.97189257e-08,1.99999987e-01,1.49999970e+04,3.51362398e+18,1.96082652e-02,1.88089214e-08,9.02719982e-13,6.81425892e-04,4.73937740e-03,3.66733527e-18,1.06951524e-12,2.32671050e-01,4.55408833e-05,4.70726587e-04,1.07492610e-04,2.00923785e-13,1.09830768e-12,9.05317545e-21,1.01750907e-11,2.15116717e-07,9.68878474e-03,4.14060013e-02,8.62728464e+02,3.12922142e-03,1.20482651e-02,1.01853958e+02,1.76008097e+02,9.67650625e-07,4.94378392e-03,7.69180941e-01,1.28299106e-03,9.30540028e+01,1.70232465e+01,2.40929940e+00,8.39730935e-04,6.41103397e-01,5.99999996e-01,1.99999999e-01,4.13730826e+00,3.96864816e-06,7.73801063e-16,1.00000000e+00,2.25665769e-10,4.90931677e+01,1.51113707e+01,4.64139583e-11,4.61149182e-11,4.73544176e-15,1.42705550e-01,2.14694027e-09,7.19813389e-01
4.23220227e-08,1.99999986e-01,1.49999968e+04,3.51314433e+18,1.96083216e-02,2.00416459e-08,9.61883718e-13,6.81425291e-04,4.73937620e-03,4.16379017e-18,1.13960894e-12,2.33649770e-01,4.57324492e-05,4.70726560e-04,1.07492386e-04,2.14091912e-13,1.17028842e-12,1.02787134e-20,1.08419164e-11,2.15116268e-07,9.68878523e-03,4.14060035e-02,8.62728464e+02,3.12922158e-03,1.20482659e-02,1.01853958e+02,1.76008097e+02,9.67650684e-07,4.94378420e-03,7.69180982e-01,1.28299113e-03,9.30540028e+01,1.70232475e+01,2.40929940e+00,8.39730987e-04,6.41103433e-01,6.00000007e-01,2.00000001e-01,4.13732121e+00,4.22875187e-06,8.78552366e-16,1.00000000e+00,2.40455472e-10,4.92996884e+01,1.50562323e+01,4.62345841e-11,4.91371184e-11,5.04580018e-15,1.42705453e-01,2.28764084e-09,7.18515264e-01
4.50957214e-08,1.99999985e-01,1.49999966e+04,3.51261321e+18,1.96083820e-02,2.13551644e-08,1.02492511e-12,6.81424652e-04,4.73937492e-03,4.72745150e-18,1.21429641e-12,2.34685807e-01,4.59352338e-05,4.70726531e-04,1.07492147e-04,2.28123050e-13,1.24698661e-12,1.16701536e-20,1.15524407e-11,2.15115789e-07,9.68878574e-03,4.14060059e-02,8.62728464e+02,3.12922174e-03,1.20482669e-02,1.01853958e+02,1.76008097e+02,9.67650746e-07,4.94378450e-03,7.69181026e-01,1.28299121e-03,9.30540028e+01,1.70232485e+01,2.40929940e+00,8.39731042e-04,6.41103471e-01,6.00000011e-01,2.00000000e-01,4.13733506e+00,4.50590316e-06,9.97484180e-16,1.00000000e+00,2.56214465e-10,4.95183039e+01,1.50010940e+01,4.60462095e-11,5.23573764e-11,5.37649947e-15,1.42705350e-01,2.43756189e-09,7.17137861e-01
4.80512025e-08,1.99999984e-01,1.49999964e+04,3.51202465e+18,1.96084467e-02,2.27547724e-08,1.09209831e-12,6.81423970e-04,4.73937355e-03,5.36741724e-18,1.29387872e-12,2.35782028e-01,4.61497980e-05,4.70726501e-04,1.07491892e-04,2.43073759e-13,1.32871142e-12,1.32499546e-20,1.23095269e-11,2.15115279e-07,9.68878629e-03,4.14060084e-02,8.62728464e+02,3.12922192e-03,1.20482679e-02,1.01853958e+02,1.76008097e+02,9.67650812e-07,4.94378481e-03,7.69181073e-01,1.28299129e-03,9.30540028e+01,1.70232497e+01,2.40929940e+00,8.39731102e-04,6.41103512e-01,5.99999988e-01,2.00000001e-01,4.13734990e+00,4.80121944e-06,1.13251618e-15,1.00000000e+00,2.73006275e-10,4.97496188e+01,1.49459556e+01,4.58485564e-11,5.57886711e-11,5.72887310e-15,1.42705240e-01,2.59730761e-09,7.15676727e-01
5.12003798e-08,1.99999983e-01,1.49999962e+04,3.51137196e+18,1.96085159e-02,2.42461127e-08,1.16367415e-12,6.81423244e-04,4.73937210e-03,6.09401698e-18,1.37867667e-12,2.36941370e-01,4.63767172e-05,4.70726469e-04,1.07491620e-04,2.59004306e-13,1.41579230e-12,1.50436148e-20,1.31162259e-11,2.15114736e-07,9.68878688e-03,4.14060111e-02,8.62728464e+02,3.12922210e-03,1.20482690e-02,1.01853958e+02,1.76008097e+02,9.67650883e-07,4.94378515e-03,7.69181123e-01,1.28299137e-03,9.30540028e+01,1.70232509e+01,2.40929940e+00,8.39731165e-04,6.41103555e-01,6.00000005e-01,2.00000002e-01,4.13736578e+00,5.11589134e-06,1.28582792e-15,1.00000000e+00,2.90898592e-10,4.99942535e+01,1.48908171e+01,4.56413600e-11,5.94448314e-11,6.10434263e-15,1.42705123e-01,2.76752178e-09,7.14127207e-01
5.45559478e-08,1.99999982e-01,1.49999959e+04,3.51064768e+18,1.96085902e-02,2.58351977e-08,1.23994119e-12,6.81422470e-04,4.73937055e-03,6.91897873e-18,1.46903207e-12,2.38166838e-01,4.66165793e-05,4.70726434e-04,1.07491331e-04,2.75978907e-13,1.50858025e-12,1.70800845e-20,1.39757886e-11,2.15114156e-07,9.68878750e-03,4.14060139e-02,8.62728464e+02,3.12922230e-03,1.20482701e-02,1.01853958e+02,1.76008097e+02,9.67650959e-07,4.94378551e-03,7.69181177e-01,1.28299147e-03,9.30540028e+01,1.70232522e+01,2.40929940e+00,8.39731232e-04,6.41103601e-01,6.00000001e-01,2.00000000e-01,4.13738279e+00,5.45118755e-06,1.45989402e-15,1.00000000e+00,3.09963540e-10,5.02528417e+01,1.48356787e+01,4.54243718e-11,6.33405925e-11,6.50442049e-15,1.42704998e-01,2.94889035e-09,7.12484447e-01
5.81314328e-08,1.99999981e-01,1.49999956e+04,3.50984342e+18,1.96086697e-02,2.75284345e-08,1.32120693e-12,6.81421645e-04,4.73936890e-03,7.85561815e-18,1.56530915e-12,2.39461489e-01,4.68699826e-05,4.70726397e-04,1.07491023e-04,2.94065988e-13,1.60744932e-12,1.93922332e-20,1.48916788e-11,2.15113539e-07,9.68878816e-03,4.14060169e-02,8.62728464e+02,3.12922251e-03,1.20482713e-02,1.01853958e+02,1.76008097e+02,9.67651039e-07,4.94378590e-03,7.69181234e-01,1.28299156e-03,9.30540028e+01,1.70232535e+01,2.40929940e+00,8.39731303e-04,6.41103650e-01,5.99999998e-01,2.00000000e-01,4.13740102e+00,5.80845996e-06,1.65752410e-15,1.00000000e+00,3.30277972e-10,5.05260288e+01,1.47805401e+01,4.51973636e-11,6.74916551e-11,6.93072056e-15,1.42704864e-01,3.14214420e-09,7.10743388e-01
6.19412478e-08,1.99999979e-01,1.49999954e+04,3.50894979e+18,1.96087550e-02,2.93326496e-08,1.40779901e-12,6.81420766e-04,4.73936714e-03,8.91905353e-18,1.66789600e-12,2.40828420e-01,4.71375332e-05,4.70726358e-04,1.07490694e-04,3.13338457e-13,1.71279803e-12,2.20173797e-20,1.58675872e-11,2.15112882e-07,9.68878887e-03,4.14060202e-02,8.62728464e+02,3.12922274e-03,1.20482726e-02,1.01853958e+02,1.76008097e+02,9.67651124e-07,4.94378631e-03,7.69181294e-01,1.28299167e-03,9.30540028e+01,1.70232550e+01,2.40929940e+00,8.39731380e-04,6.41103702e-01,5.99999994e-01,2.00000000e-01,4.13742055e+00,6.18914904e-06,1.88190813e-15,1.00000000e+00,3.51923779e-10,5.08144680e+01,1.47254016e+01,4.49601311e-11,7.19147482e-11,7.38496108e-15,1.42704723e-01,3.34806212e-09,7.08898768e-01
6.60007502e-08,1.99999978e-01,1.49999950e+04,3.50795630e+18,1.96088465e-02,3.12551175e-08,1.50006657e-12,6.81419830e-04,4.73936527e-03,1.01264498e-17,1.77720613e-12,2.42270749e-01,4.74198416e-05,4.70726316e-04,1.07490344e-04,3.33874002e-13,1.82505106e-12,2.49978949e-20,1.69074463e-11,2.15112181e-07,9.68878963e-03,4.14060236e-02,8.62728464e+02,3.12922298e-03,1.20482740e-02,1.01853958e+02,1.76008097e+02,9.67651216e-07,4.94378675e-03,7.69181359e-01,1.28299178e-03,9.30540028e+01,1.70232565e+01,2.40929940e+00,8.39731461e-04,6.41103758e-01,6.00000010e-01,2.00000001e-01,4.13744148e+00,6.59478975e-06,2.13666794e-15,1.00000000e+00,3.74988217e-10,5.11188176e+01,1.46702630e+01,4.47124984e-11,7.66276970e-11,7.86897292e-15,1.42704572e-01,3.56747387e-09,7.06945123e-01
7.03263041e-08,1.99999977e-01,1.49999947e+04,3.50685118e+18,1.96089446e-02,3.33035893e-08,1.59838163e-12,6.81418832e-04,4.73936327e-03,1.14972957e-17,1.89368018e-12,2.43791597e-01,4.77175186e-05,4.70726272e-04,1.07489971e-04,3.55755403e-13,1.94466088e-12,2.83818853e-20,1.80154461e-11,2.15111434e-07,9.68879043e-03,4.14060273e-02,8.62728464e+02,3.12922323e-03,1.20482754e-02,1.01853958e+02,1.76008097e+02,9.67651313e-07,4.94378721e-03,7.69181427e-01,1.28299190e-03,9.30540028e+01,1.70232582e+01,2.40929940e+00,8.39731547e-04,6.41103818e-01,5.99999992e-01,2.00000001e-01,4.13746393e+00,7.02701764e-06,2.42591569e-15,1.00000000e+00,3.99564260e-10,5.14397362e+01,1.46151243e+01,4.44543222e-11,8.16494944e-11,8.38470752e-15,1.42704411e-01,3.80126362e-09,7.04876788e-01
7.49353460e-08,1.99999975e-01,1.49999944e+04,3.50562126e+18,1.96090499e-02,3.54863245e-08,1.70314058e-12,6.81417769e-04,4.73936115e-03,1.30537182e-17,2.01778764e-12,2.45394063e-01,4.80311710e-05,4.70726225e-04,1.07489573e-04,3.79070864e-13,2.07210965e-12,3.22239697e-20,1.91960512e-11,2.15110639e-07,9.68879129e-03,4.14060312e-02,8.62728464e+02,3.12922351e-03,1.20482770e-02,1.01853958e+02,1.76008097e+02,9.67651416e-07,4.94378771e-03,7.69181501e-01,1.28299202e-03,9.30540028e+01,1.70232599e+01,2.40929940e+00,8.39731640e-04,6.41103881e-01,5.99999994e-01,2.00000000e-01,4.13748800e+00,7.48757551e-06,2.75432022e-15,1.00000000e+00,4.25750978e-10,5.17778780e+01,1.45599856e+01,4.41854967e-11,8.70003776e-11,8.93424415e-15,1.42704239e-01,4.05037341e-09,7.02687904e-01
7.98464550e-08,1.99999973e-01,1.49999940e+04,3.50425182e+18,1.96091629e-02,3.78121238e-08,1.81476583e-12,6.81416637e-04,4.73935888e-03,1.48208398e-17,2.15002880e-12,2.47081199e-01,4.83613957e-05,4.70726174e-04,1.07489150e-04,4.03914370e-13,2.20791111e-12,3.65861607e-20,2.04540185e-11,2.15109791e-07,9.68879220e-03,4.14060353e-02,8.62728464e+02,3.12922380e-03,1.20482787e-02,1.01853958e+02,1.76008097e+02,9.67651527e-07,4.94378824e-03,7.69181579e-01,1.28299216e-03,9.30540028e+01,1.70232618e+01,2.40929940e+00,8.39731738e-04,6.41103948e-01,6.00000010e-01,2.00000001e-01,4.13751383e+00,7.97832044e-06,3.12718243e-15,1.00000000e+00,4.53653933e-10,5.21338867e+01,1.45048468e+01,4.39059584e-11,9.27019093e-11,9.51979820e-15,1.42704056e-01,4.31580701e-09,7.00372424e-01
8.50794280e-08,1.99999972e-01,1.49999936e+04,3.50272639e+18,1.96092843e-02,4.02903653e-08,1.93370746e-12,6.81415430e-04,4.73935646e-03,1.68271841e-17,2.29093669e-12,2.48855971e-01,4.87087736e-05,4.70726121e-04,1.07488699e-04,4.30386065e-13,2.35261267e-12,4.15388655e-20,2.17944166e-11,2.15108888e-07,9.68879317e-03,4.14060398e-02,8.62728464e+02,3.12922411e-03,1.20482805e-02,1.01853958e+02,1.76008097e+02,9.67651644e-07,4.94378880e-03,7.69181662e-01,1.28299230e-03,9.30540028e+01,1.70232638e+01,2.40929940e+00,8.39731843e-04,6.41104020e-01,6.00000004e-01,2.00000001e-01,4.13754155e+00,8.50123126e-06,3.55052088e-15,1.00000000e+00,4.83385606e-10,5.25083886e+01,1.44497079e+01,4.36156916e-11,9.87770647e-11,1.01437309e-14,1.42703861e-01,4.59863393e-09,6.97924121e-01
9.06553593e-08,1.99999970e-01,1.49999932e+04,3.50102657e+18,1.96094147e-02,4.29310417e-08,2.06044508e-12,6.81414144e-04,4.73935389e-03,1.91051360e-17,2.44107933e-12,2.50721229e-01,4.90738623e-05,4.70726063e-04,1.07488218e-04,4.58592658e-13,2.50679762e-12,4.71620225e-20,2.32226458e-11,2.15107925e-07,9.68879421e-03,4.14060445e-02,8.62728464e+02,3.12922443e-03,1.20482823e-02,1.01853958e+02,1.76008097e+02,9.67651769e-07,4.94378940e-03,7.69181750e-01,1.28299245e-03,9.30540028e+01,1.70232659e+01,2.40929940e+00,8.39731954e-04,6.41104097e-01,5.99999999e-01,1.99999999e-01,4.13757130e+00,9.05841654e-06,4.03116890e-15,1.00000000e+00,5.15065847e-10,5.29019850e+01,1.43945690e+01,4.33147335e-11,1.05250324e-10,1.08085580e-14,1.42703654e-01,4.89999375e-09,6.95336599e-01
9.65967258e-08,1.99999968e-01,1.49999928e+04,3.49913179e+18,1.96095547e-02,4.57448009e-08,2.19548974e-12,6.81412774e-04,4.73935115e-03,2.16914648e-17,2.60106191e-12,2.52679656e-01,4.94571873e-05,4.70726002e-04,1.07487705e-04,4.88647849e-13,2.67108747e-12,5.35463914e-20,2.47444604e-11,2.15106900e-07,9.68879531e-03,4.14060495e-02,8.62728464e+02,3.12922479e-03,1.20482844e-02,1.01853958e+02,1.76008097e+02,9.67651903e-07,4.94379004e-03,7.69181845e-01,1.28299262e-03,9.30540028e+01,1.70232682e+01,2.40929940e+00,8.39732073e-04,6.41104178e-01,6.00000000e-01,2.00000000e-01,4.13760326e+00,9.65212315e-06,4.57688493e-15,1.00000000e+00,5.48822366e-10,5.33152426e+01,1.43394300e+01,4.30031797e-11,1.12147771e-10,1.15169590e-14,1.42703433e-01,5.22110065e-09,6.92603307e-01
1.02927477e-07,1.99999966e-01,1.49999923e+04,3.49701908e+18,1.96097053e-02,4.87429892e-08,2.33938600e-12,6.81411314e-04,4.73934823e-03,2.46279177e-17,2.77152933e-12,2.54733727e-01,4.98592326e-05,4.70725937e-04,1.07487159e-04,5.20672792e-13,2.84614446e-12,6.07950180e-20,2.63659912e-11,2.15105807e-07,9.68879649e-03,4.14060549e-02,8.62728464e+02,3.12922516e-03,1.20482865e-02,1.01853958e+02,1.76008097e+02,9.67652045e-07,4.94379073e-03,7.69181945e-01,1.28299279e-03,9.30540028e+01,1.70232706e+01,2.40929940e+00,8.39732200e-04,6.41104265e-01,6.00000007e-01,2.00000000e-01,4.13763758e+00,1.02847453e-05,5.19647777e-15,1.00000000e+00,5.84791240e-10,5.37486833e+01,1.42842909e+01,4.26811898e-11,1.19497197e-10,1.22717906e-14,1.42703197e-01,5.56324837e-09,6.89717556e-01
1.09673133e-07,1.99999963e-01,1.49999918e+04,3.49466283e+18,1.96098672e-02,5.19376967e-08,2.49271411e-12,6.81409758e-04,4.73934512e-03,2.79618934e-17,2.95316871e-12,2.56885643e-01,5.02804293e-05,4.70725868e-04,1.07486578e-04,5.54796579e-13,3.03267425e-12,6.90248975e-20,2.80937708e-11,2.15104643e-07,9.68879774e-03,4.14060606e-02,8.62728464e+02,3.12922556e-03,1.20482888e-02,1.01853958e+02,1.76008097e+02,9.67652196e-07,4.94379145e-03,7.69182052e-01,1.28299297e-03,9.30540028e+01,1.70232732e+01,2.40929940e+00,8.39732335e-04,6.41104358e-01,6.00000000e-01,2.00000000e-01,4.13767446e+00,1.09588341e-05,5.89994877e-15,1.00000000e+00,6.23117464e-10,5.42027721e+01,1.42291518e+01,4.23489932e-11,1.27328214e-10,1.30760954e-14,1.42702946e-01,5.92781534e-09,6.86672541e-01
1.16860886e-07,1.99999961e-01,1.49999912e+04,3.49203446e+18,1.96100414e-02,5.53418064e-08,2.65609241e-12,6.81408100e-04,4.73934180e-03,3.17472076e-17,3.14671223e-12,2.59137274e-01,5.07211434e-05,4.70725794e-04,1.07485958e-04,5.91156763e-13,3.23142874e-12,7.83688628e-20,2.99347594e-11,2.15103402e-07,9.68879907e-03,4.14060667e-02,8.62728464e+02,3.12922598e-03,1.20482912e-02,1.01853958e+02,1.76008097e+02,9.67652358e-07,4.94379223e-03,7.69182166e-01,1.28299317e-03,9.30540028e+01,1.70232759e+01,2.40929940e+00,8.39732478e-04,6.41104456e-01,5.99999999e-01,2.00000000e-01,4.13771410e+00,1.16771081e-05,6.69865330e-15,1.00000000e+00,6.63955538e-10,5.46779037e+01,1.41740125e+01,4.20068943e-11,1.35672374e-10,1.39331155e-14,1.42702678e-01,6.31627029e-09,6.83461361e-01
1.24519708e-07,1.99999958e-01,1.49999907e+04,3.48910215e+18,1.96102288e-02,5.89690462e-08,2.83017976e-12,6.81406334e-04,4.73933827e-03,3.60449617e-17,3.35294005e-12,2.61490084e-01,5.11816611e-05,4.70725716e-04,1.07485297e-04,6.29899913e-13,3.44320907e-12,8.89777286e-20,3.18963728e-11,2.15102080e-07,9.68880050e-03,4.14060732e-02,8.62728464e+02,3.12922644e-03,1.20482938e-02,1.01853958e+02,1.76008097e+02,9.67652530e-07,4.94379305e-03,7.69182288e-01,1.28299338e-03,9.30540028e+01,1.70232789e+01,2.40929940e+00,8.39732632e-04,6.41104561e-01,6.00000002e-01,2.00000000e-01,4.13775673e+00,1.24424641e-05,7.60548408e-15,1.00000000e+00,7.07470087e-10,5.51743870e+01,1.41188731e+01,4.16552783e-11,1.44563294e-10,1.48463065e-14,1.42702393e-01,6.73017810e-09,6.80077048e-01
1.32680475e-07,1.99999956e-01,1.49999900e+04,3.48583046e+18,1.96104305e-02,6.28340441e-08,3.01567825e-12,6.81404452e-04,4.73933450e-03,4.09245293e-17,3.57268345e-12,2.63945046e-01,5.16621736e-05,4.70725632e-04,1.07484594e-04,6.71182202e-13,3.66886894e-12,1.01022725e-19,3.39865126e-11,2.15100672e-07,9.68880201e-03,4.14060801e-02,8.62728464e+02,3.12922692e-03,1.20482966e-02,1.01853958e+02,1.76008097e+02,9.67652713e-07,4.94379393e-03,7.69182418e-01,1.28299360e-03,9.30540028e+01,1.70232820e+01,2.40929940e+00,8.39732795e-04,6.41104673e-01,6.00000004e-01,2.00000000e-01,4.13780258e+00,1.32579889e-05,8.63507930e-15,1.00000000e+00,7.53836526e-10,5.56924282e+01,1.40637337e+01,4.12946163e-11,1.54036792e-10,1.58193497e-14,1.42702089e-01,7.17120615e-09,6.76512599e-01
1.41376081e-07,1.99999953e-01,1.49999894e+04,3.48218001e+18,1.96106477e-02,6.69523879e-08,3.21333599e-12,6.81402447e-04,4.73933049e-03,4.64646756e-17,3.80682820e-12,2.66502560e-01,5.21627584e-05,4.70725543e-04,1.07483844e-04,7.15170040e-13,3.90931796e-12,1.14698263e-19,3.62135976e-11,2.15099171e-07,9.68880363e-03,4.14060874e-02,8.62728464e+02,3.12922743e-03,1.20482996e-02,1.01853958e+02,1.76008097e+02,9.67652908e-07,4.94379487e-03,7.69182556e-01,1.28299384e-03,9.30540028e+01,1.70232853e+01,2.40929940e+00,8.39732969e-04,6.41104793e-01,6.00000002e-01,2.00000000e-01,4.13785190e+00,1.41269717e-05,9.80405898e-15,1.00000000e+00,8.03241767e-10,5.62321114e+01,1.40085941e+01,4.09254706e-11,1.64131032e-10,1.68561680e-14,1.42701766e-01,7.64113095e-09,6.72761010e-01
1.50641580e-07,1.99999950e-01,1.49999887e+04,3.47810703e+18,1.96108816e-02,7.13406873e-08,3.42395020e-12,6.81400310e-04,4.73932621e-03,5.27548299e-17,4.05631808e-12,2.69162342e-01,5.26833604e-05,4.70725448e-04,1.07483045e-04,7.62040742e-13,4.16552536e-12,1.30225069e-19,3.85865976e-11,2.15097572e-07,9.68880535e-03,4.14060953e-02,8.62728464e+02,3.12922798e-03,1.20483027e-02,1.01853958e+02,1.76008097e+02,9.67653116e-07,4.94379587e-03,7.69182703e-01,1.28299409e-03,9.30540028e+01,1.70232888e+01,2.40929940e+00,8.39733154e-04,6.41104920e-01,5.99999999e-01,2.00000000e-01,4.13790499e+00,1.50529177e-05,1.11312933e-14,1.00000000e+00,8.55884972e-10,5.67933774e+01,1.39534544e+01,4.05484994e-11,1.74886676e-10,1.79609404e-14,1.42701421e-01,8.14184535e-09,6.68815319e-01
1.60514320e-07,1.99999946e-01,1.49999880e+04,3.47356299e+18,1.96111336e-02,7.60166419e-08,3.64837036e-12,6.81398033e-04,4.73932166e-03,5.98965287e-17,4.32215878e-12,2.71923319e-01,5.32237692e-05,4.70725347e-04,1.07482193e-04,8.11983242e-13,4.43852389e-12,1.47853750e-19,4.11150699e-11,2.15095868e-07,9.68880718e-03,4.14061036e-02,8.62728464e+02,3.12922856e-03,1.20483061e-02,1.01853958e+02,1.76008097e+02,9.67653337e-07,4.94379693e-03,7.69182859e-01,1.28299436e-03,9.30540028e+01,1.70232926e+01,2.40929940e+00,8.39733351e-04,6.41105055e-01,5.99999999e-01,2.00000000e-01,4.13796214e+00,1.60395617e-05,1.26382071e-14,1.00000000e+00,9.11978357e-10,5.73759998e+01,1.38983145e+01,4.01644618e-11,1.86347048e-10,1.91381210e-14,1.42701053e-01,8.67536613e-09,6.64668646e-01
1.71034100e-07,1.99999943e-01,1.49999872e+04,3.46849408e+18,1.96114051e-02,8.09991122e-08,3.88750168e-12,6.81395607e-04,4.73931681e-03,6.80050551e-17,4.60542185e-12,2.74783499e-01,5.37835954e-05,4.70725239e-04,1.07481286e-04,8.65198860e-13,4.72941399e-12,1.67868839e-19,4.38091969e-11,2.15094052e-07,9.68880913e-03,4.14061125e-02,8.62728464e+02,3.12922918e-03,1.20483096e-02,1.01853958e+02,1.76008097e+02,9.67653573e-07,4.94379806e-03,7.69183026e-01,1.28299465e-03,9.30540028e+01,1.70232966e+01,2.40929940e+00,8.39733562e-04,6.41105200e-01,5.99999999e-01,2.00000000e-01,4.13802367e+00,1.70908837e-05,1.43491262e-14,1.00000000e+00,9.71748048e-10,5.79795591e+01,1.38431745e+01,3.97742212e-11,1.98558309e-10,2.03924561e-14,1.42700661e-01,9.24384205e-09,6.60314248e-01
1.82243324e-07,1.99999939e-01,1.49999863e+04,3.46284081e+18,1.96116979e-02,8.63081961e-08,4.14230879e-12,6.81393022e-04,4.73931164e-03,7.72113003e-17,4.90724909e-12,2.77739844e-01,5.43622441e-05,4.70725124e-04,1.07480320e-04,9.21902108e-13,5.03936821e-12,1.90593384e-19,4.66798278e-11,2.15092118e-07,9.68881121e-03,4.14061220e-02,8.62728464e+02,3.12922984e-03,1.20483134e-02,1.01853958e+02,1.76008097e+02,9.67653825e-07,4.94379927e-03,7.69183204e-01,1.28299496e-03,9.30540028e+01,1.70233009e+01,2.40929940e+00,8.39733786e-04,6.41105353e-01,5.99999998e-01,1.99999999e-01,4.13808995e+00,1.82111249e-05,1.62916698e-14,1.00000000e+00,1.03543499e-09,5.86034145e+01,1.37880344e+01,3.93787496e-11,2.11569640e-10,2.17289999e-14,1.42700244e-01,9.84956257e-09,6.55745566e-01
1.94187178e-07,1.99999935e-01,1.49999854e+04,3.45653743e+18,1.96120135e-02,9.19653098e-08,4.41381956e-12,6.81390268e-04,4.73930613e-03,8.76638766e-17,5.22885710e-12,2.80788115e-01,5.49588856e-05,4.70725002e-04,1.07479290e-04,9.82321554e-13,5.36963593e-12,2.16394167e-19,4.97385217e-11,2.15090057e-07,9.68881343e-03,4.14061321e-02,8.62728464e+02,3.12923055e-03,1.20483175e-02,1.01853958e+02,1.76008097e+02,9.67654093e-07,4.94380055e-03,7.69183394e-01,1.28299529e-03,9.30540028e+01,1.70233055e+01,2.40929940e+00,8.39734025e-04,6.41105517e-01,6.00000003e-01,2.00000000e-01,4.13816136e+00,1.94048047e-05,1.84971965e-14,1.00000000e+00,1.10329592e-09,5.92466720e+01,1.37328941e+01,3.89791313e-11,2.25433440e-10,2.31531406e-14,1.42699800e-01,1.04949670e-08,6.50956291e-01
2.06913808e-07,1.99999931e-01,1.49999845e+04,3.44951145e+18,1.96123538e-02,9.79932752e-08,4.70312934e-12,6.81387333e-04,4.73930025e-03,9.95315174e-17,5.57154223e-12,2.83922718e-01,5.55724249e-05,4.70724871e-04,1.07478192e-04,1.04670075e-12,5.72154844e-12,2.45687619e-19,5.29975941e-11,2.15087860e-07,9.68881579e-03,4.14061429e-02,8.62728464e+02,3.12923130e-03,1.20483218e-02,1.01853958e+02,1.76008097e+02,9.67654378e-07,4.94380192e-03,7.69183596e-01,1.28299563e-03,9.30540028e+01,1.70233103e+01,2.40929940e+00,8.39734279e-04,6.41105691e-01,6.00000002e-01,2.00000000e-01,4.13823830e+00,2.06767392e-05,2.10013107e-14,1.00000000e+00,1.17560440e-09,5.99081516e+01,1.36777536e+01,3.85765651e-11,2.40205538e-10,2.46706180e-14,1.42699326e-01,1.11826542e-08,6.45940421e-01
2.20474515e-07,1.99999927e-01,1.49999835e+04,3.44168308e+18,1.96127209e-02,1.04416411e-07,5.01140536e-12,6.81384206e-04,4.73929400e-03,1.13005801e-16,5.93668577e-12,2.87136529e-01,5.62014679e-05,4.70724732e-04,1.07477023e-04,1.11529921e-12,6.09652424e-12,2.78946543e-19,5.64701662e-11,2.15085520e-07,9.68881830e-03,4.14061544e-02,8.62728464e+02,3.12923210e-03,1.20483264e-02,1.01853958e+02,1.76008097e+02,9.67654682e-07,4.94380338e-03,7.69183811e-01,1.28299600e-03,9.30540028e+01,1.70233155e+01,2.40929940e+00,8.39734550e-04,6.41105877e-01,5.99999998e-01,2.00000000e-01,4.13832122e+00,2.20320604e-05,2.38444377e-14,1.00000000e+00,1.25265193e-09,6.05863509e+01,1.36226129e+01,3.81723675e-11,2.55945415e-10,2.62875480e-14,1.42698821e-01,1.19153932e-08,6.40692335e-01
2.34923963e-07,1.99999922e-01,1.49999824e+04,3.43296466e+18,1.96131170e-02,1.11260634e-07,5.33989143e-12,6.81380874e-04,4.73928733e-03,1.28304244e-16,6.32575954e-12,2.90420715e-01,5.68442854e-05,4.70724584e-04,1.07475777e-04,1.18839344e-12,6.49607482e-12,3.16707748e-19,6.01702178e-11,2.15083026e-07,9.68882098e-03,4.14061666e-02,8.62728464e+02,3.12923295e-03,1.20483313e-02,1.01853958e+02,1.76008097e+02,9.67655006e-07,4.94380493e-03,7.69184040e-01,1.28299640e-03,9.30540028e+01,1.70233210e+01,2.40929940e+00,8.39734839e-04,6.41106075e-01,6.00000000e-01,2.00000000e-01,4.13841060e+00,2.34762372e-05,2.70724762e-14,1.00000000e+00,1.33474911e-09,6.12794065e+01,1.35674720e+01,3.77679751e-11,2.72716446e-10,2.80104469e-14,1.42698283e-01,1.26961343e-08,6.35206857e-01
