time,t9,rho,eps_nuc_erg_g_s,F_c12_pg_n13,F_n13_pg_o14,F_n13_bd_c13,F_c13_pg_n14,F_n14_pg_o15,F_o14_bd_n14,F_o15_bd_n15,F_n15_pa_c12,F_n15_pg_o16,F_o16_pg_f17,F_o17_pa_n14,F_f17_bd_o17,F_f17_pg_ne18,F_ne18_bd_f18,F_f18_pa_o15,F_o17_pg_f18,tau_c12_pg_n13,tau_n13_pg_o14,tau_n13_bd_c13,tau_c13_pg_n14,tau_n14_pg_o15,tau_o14_bd_n14,tau_o15_bd_n15,tau_n15_pa_c12,tau_n15_pg_o16,tau_o16_pg_f17,tau_o17_pa_n14,tau_f17_bd_o17,tau_f17_pg_ne18,tau_ne18_bd_f18,tau_f18_pa_o15,tau_o17_pg_f18,tau_T9,tau_rho,Q_c12_pg_n13,Q_n13_pg_o14,Q_o14_bd_n14,Q_n14_pg_o15,Q_o15_bd_n15,Q_n15_pa_c12,steady_flow_dispersion_dex,fside_c12,fside_n13,fside_o14,fside_n14,fside_o15,fside_n15
4.32449780e-04,7.00000000e-02,2.20000000e+04,2.47323409e+13,2.19034398e-06,8.75701200e-13,1.09792621e-12,7.95988024e-08,1.19901177e-08,1.85901543e-18,2.94595313e-14,3.25364468e-06,1.24187222e-09,1.04948170e-08,1.84054595e-09,4.87724400e-14,2.13949381e-18,1.91999590e-22,8.38768361e-17,8.62914043e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237711e+03,1.01853958e+02,1.76008097e+02,6.42133045e-02,1.68235727e+02,3.45002617e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897858e+01,1.59825347e+04,1.03244683e+06,2.97300646e+06,1.82679106e+02,7.30352464e-05,1.55045637e-10,1.00000000e+00,2.45698433e-06,2.71360529e+02,9.80954045e+00,1.59607106e-19,5.01256986e-07,2.15789547e-26,8.71666636e-01,6.99548007e-09,2.24326633e-01
4.54131470e-04,7.00000000e-02,2.20000000e+04,2.47284898e+13,2.19034424e-06,9.19606176e-13,1.15297287e-12,7.95987379e-08,1.19901180e-08,2.05009889e-18,3.09365393e-14,3.25286309e-06,1.24157390e-09,1.04948170e-08,1.84054542e-09,5.12177328e-14,2.24676113e-18,2.11734096e-22,8.80821260e-17,8.62913792e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237711e+03,1.01853958e+02,1.76008097e+02,6.42133045e-02,1.68235727e+02,3.45002617e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897858e+01,1.59825347e+04,1.03245029e+06,2.97298251e+06,1.82679123e+02,7.66970079e-05,1.70982378e-10,1.00000000e+00,2.58016971e-06,2.71295336e+02,9.76704865e+00,1.59630041e-19,5.26388388e-07,2.26608523e-26,8.71666544e-01,7.34620777e-09,2.24363477e-01
4.76900213e-04,7.00000000e-02,2.20000000e+04,2.47244469e+13,2.19034452e-06,9.65712415e-13,1.21077940e-12,7.95986703e-08,1.19901183e-08,2.26082333e-18,3.24875997e-14,3.25204259e-06,1.24126073e-09,1.04948170e-08,1.84054485e-09,5.37856245e-14,2.35940647e-18,2.33496961e-22,9.24982526e-17,8.62913529e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237711e+03,1.01853958e+02,1.76008097e+02,6.42133045e-02,1.68235727e+02,3.45002617e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897858e+01,1.59825347e+04,1.03245029e+06,2.97298251e+06,1.82679141e+02,8.05423589e-05,1.88557216e-10,1.00000000e+00,2.70953120e-06,2.71226897e+02,9.72455684e+00,1.59654127e-19,5.52779795e-07,2.37969924e-26,8.71666447e-01,7.71451946e-09,2.24402169e-01
5.00810510e-04,7.00000000e-02,2.20000000e+04,2.47202029e+13,2.19034481e-06,1.01413028e-12,1.27148417e-12,7.95985992e-08,1.19901187e-08,2.49320759e-18,3.41164254e-14,3.25118125e-06,1.24093197e-09,1.04948170e-08,1.84054426e-09,5.64822615e-14,2.47769947e-18,2.57496656e-22,9.71357862e-17,8.62913252e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237711e+03,1.01853958e+02,1.76008097e+02,6.42133045e-02,1.68235727e+02,3.45002617e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897858e+01,1.59825347e+04,1.03244683e+06,2.97295857e+06,1.82679160e+02,8.45805040e-05,2.07938525e-10,1.00000000e+00,2.84537845e-06,2.71155051e+02,9.68206504e+00,1.59679419e-19,5.80494376e-07,2.49900946e-26,8.71666345e-01,8.10129670e-09,2.24442801e-01
5.25919595e-04,7.00000000e-02,2.20000000e+04,2.47157476e+13,2.19034512e-06,1.06497568e-12,1.33523250e-12,7.95985246e-08,1.19901191e-08,2.74947803e-18,3.58269151e-14,3.25027706e-06,1.24058685e-09,1.04948170e-08,1.84054365e-09,5.93140988e-14,2.60192329e-18,2.83963083e-22,1.02005827e-16,8.62912962e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133045e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897858e+01,1.59825347e+04,1.03244337e+06,2.97298251e+06,1.82679180e+02,8.88211093e-05,2.29311987e-10,1.00000000e+00,2.98803664e-06,2.71079632e+02,9.63957324e+00,1.59705979e-19,6.09598473e-07,2.62430147e-26,8.71666238e-01,8.50746526e-09,2.24485471e-01
5.52287572e-04,7.00000000e-02,2.20000000e+04,2.47110708e+13,2.19034544e-06,1.11837030e-12,1.40217698e-12,7.95984463e-08,1.19901194e-08,3.03208984e-18,3.76231632e-14,3.24932791e-06,1.24022457e-09,1.04948169e-08,1.84054299e-09,6.22879149e-14,2.73237526e-18,3.13149767e-22,1.07120032e-16,8.62912657e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133045e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897858e+01,1.59825347e+04,1.03245029e+06,2.97298251e+06,1.82679201e+02,9.32743255e-05,2.52882372e-10,1.00000000e+00,3.13784724e-06,2.71000462e+02,9.59708144e+00,1.59733870e-19,6.40161749e-07,2.75587517e-26,8.71666126e-01,8.93399730e-09,2.24530282e-01
5.79977557e-04,7.00000000e-02,2.20000000e+04,2.47061614e+13,2.19034578e-06,1.17444198e-12,1.47247786e-12,7.95983640e-08,1.19901198e-08,3.34375059e-18,3.95094695e-14,3.24833157e-06,1.23984428e-09,1.04948169e-08,1.84054231e-09,6.54108279e-14,2.86936765e-18,3.45336292e-22,1.12490642e-16,8.62912337e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133045e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897858e+01,1.59825347e+04,1.03244683e+06,2.97295857e+06,1.82679223e+02,9.79508122e-05,2.78875494e-10,1.00000000e+00,3.29516885e-06,2.70917356e+02,9.55458965e+00,1.59763160e-19,6.72257363e-07,2.89404551e-26,8.71666009e-01,9.38191373e-09,2.24577341e-01
6.09055832e-04,7.00000000e-02,2.20000000e+04,2.47010080e+13,2.19034613e-06,1.23332492e-12,1.54630341e-12,7.95982776e-08,1.19901203e-08,3.68744614e-18,4.14903490e-14,3.24728573e-06,1.23944510e-09,1.04948169e-08,1.84054159e-09,6.86903131e-14,3.01322837e-18,3.80830975e-22,1.18130512e-16,8.62912000e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897858e+01,1.59825347e+04,1.03245029e+06,2.97295857e+06,1.82679246e+02,1.02861764e-04,3.07540380e-10,1.00000000e+00,3.46037805e-06,2.70830121e+02,9.51209785e+00,1.59793917e-19,7.05962141e-07,3.03914320e-26,8.71665885e-01,9.85228664e-09,2.24626760e-01
6.39592002e-04,7.00000000e-02,2.20000000e+04,2.46955986e+13,2.19034651e-06,1.29516007e-12,1.62383035e-12,7.95981869e-08,1.19901207e-08,4.06646926e-18,4.35705434e-14,3.24618794e-06,1.23902609e-09,1.04948169e-08,1.84054084e-09,7.21342204e-14,3.16430177e-18,4.19973820e-22,1.24053141e-16,8.62911647e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897858e+01,1.59825347e+04,1.03244683e+06,2.97295857e+06,1.82679271e+02,1.08018935e-04,3.39151653e-10,1.00000000e+00,3.63387029e-06,2.70738554e+02,9.46960606e+00,1.59826217e-19,7.41356759e-07,3.19151557e-26,8.71665755e-01,1.03462418e-08,2.24678658e-01
6.71659160e-04,7.00000000e-02,2.20000000e+04,2.46899206e+13,2.19034690e-06,1.36009546e-12,1.70524426e-12,7.95980916e-08,1.19901212e-08,4.48445124e-18,4.57550320e-14,3.24503566e-06,1.23858628e-09,1.04948169e-08,1.84054005e-09,7.57507933e-14,3.32294947e-18,4.63139778e-22,1.30272705e-16,8.62911276e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897858e+01,1.59825347e+04,1.03245029e+06,2.97295857e+06,1.82679296e+02,1.13434671e-04,3.74012170e-10,1.00000000e+00,3.81606084e-06,2.70642440e+02,9.42711427e+00,1.59860135e-19,7.78525939e-07,3.35152737e-26,8.71665619e-01,1.08649616e-08,2.24733160e-01
7.05334066e-04,7.00000000e-02,2.20000000e+04,2.46839608e+13,2.19034731e-06,1.42828651e-12,1.79074002e-12,7.95979916e-08,1.19901217e-08,4.94539643e-18,4.80490437e-14,3.24382620e-06,1.23812464e-09,1.04948169e-08,1.84053922e-09,7.95486886e-14,3.48955121e-18,5.10742317e-22,1.36804091e-16,8.62910886e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897858e+01,1.59825347e+04,1.03244683e+06,2.97298251e+06,1.82679323e+02,1.19121936e-04,4.12455901e-10,1.00000000e+00,4.00738583e-06,2.70541558e+02,9.38462248e+00,1.59895755e-19,8.17558653e-07,3.51956152e-26,8.71665476e-01,1.14096875e-08,2.24790396e-01
7.40697328e-04,7.00000001e-02,2.20000000e+04,2.46777053e+13,2.19034774e-06,1.49989645e-12,1.88052229e-12,7.95978865e-08,1.19901222e-08,5.45372097e-18,5.04580697e-14,3.24255677e-06,1.23764012e-09,1.04948169e-08,1.84053834e-09,8.35369971e-14,3.66450578e-18,5.63237416e-22,1.43662933e-16,8.62910477e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897858e+01,1.59825347e+04,1.03244683e+06,2.97298251e+06,1.82679351e+02,1.25094343e-04,4.54851159e-10,1.00000000e+00,4.20830321e-06,2.70435673e+02,9.34213069e+00,1.59933159e-19,8.58548328e-07,3.69602028e-26,8.71665325e-01,1.19817233e-08,2.24850503e-01
7.77833594e-04,7.00000001e-02,2.20000000e+04,2.46711398e+13,2.19034819e-06,1.57509671e-12,1.97480597e-12,7.95977761e-08,1.19901227e-08,6.01429486e-18,5.29878764e-14,3.24122442e-06,1.23713158e-09,1.04948169e-08,1.84053743e-09,8.77252654e-14,3.84823196e-18,6.21127909e-22,1.50865646e-16,8.62910048e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244337e+06,2.97298251e+06,1.82679380e+02,1.31366187e-04,5.01604111e-10,1.00000000e+00,4.41929391e-06,2.70324540e+02,9.29963891e+00,1.59972440e-19,9.01593081e-07,3.88132601e-26,8.71665167e-01,1.25824381e-08,2.24913626e-01
8.16831757e-04,7.00000001e-02,2.20000000e+04,2.46642489e+13,2.19034866e-06,1.65406728e-12,2.07381675e-12,7.95976603e-08,1.19901233e-08,6.63248869e-18,5.56445193e-14,3.23982606e-06,1.23659785e-09,1.04948169e-08,1.84053647e-09,9.21235187e-14,4.04116953e-18,6.84968307e-22,1.58429470e-16,8.62909596e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244683e+06,2.97300646e+06,1.82679411e+02,1.37952483e-04,5.53162676e-10,1.00000000e+00,4.64086297e-06,2.70207902e+02,9.25714713e+00,1.60013690e-19,9.46795944e-07,4.07592230e-26,8.71665002e-01,1.32132696e-08,2.24979916e-01
8.57785166e-04,7.00000001e-02,2.20000000e+04,2.46570167e+13,2.19034915e-06,1.73699721e-12,2.17779165e-12,7.95975386e-08,1.19901239e-08,7.31422537e-18,5.84343575e-14,3.23835849e-06,1.23603769e-09,1.04948169e-08,1.84053546e-09,9.67422847e-14,4.24378029e-18,7.55370135e-22,1.66372509e-16,8.62909123e-12,8.67318426e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03245029e+06,2.97295857e+06,1.82679443e+02,1.44868996e-04,6.10020833e-10,1.00000000e+00,4.87354075e-06,2.70085490e+02,9.21465533e+00,1.60057008e-19,9.94265116e-07,4.28027508e-26,8.71664827e-01,1.38757278e-08,2.25049532e-01
9.00791853e-04,7.00000001e-02,2.20000000e+04,2.46494267e+13,2.19034967e-06,1.82408500e-12,2.28697954e-12,7.95974108e-08,1.19901245e-08,8.06603555e-18,6.13640690e-14,3.23681830e-06,1.23544982e-09,1.04948169e-08,1.84053439e-09,1.01592619e-13,4.45654924e-18,8.33007655e-22,1.74713775e-16,8.62908625e-12,8.67318425e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03245376e+06,2.97295857e+06,1.82679476e+02,1.52132281e-04,6.72723250e-10,1.00000000e+00,5.11788421e-06,2.69957021e+02,9.17216356e+00,1.60102499e-19,1.04411422e-06,4.49487309e-26,8.71664645e-01,1.45713982e-08,2.25122641e-01
9.45954762e-04,7.00000001e-02,2.20000000e+04,2.46414612e+13,2.19035022e-06,1.91553911e-12,2.40164178e-12,7.95972766e-08,1.19901252e-08,8.89512236e-18,6.44406665e-14,3.23520197e-06,1.23483289e-09,1.04948169e-08,1.84053328e-09,1.06686132e-13,4.67998565e-18,9.18624544e-22,1.83473233e-16,8.62908103e-12,8.67318425e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244510e+06,2.97300646e+06,1.82679512e+02,1.59759725e-04,7.41870682e-10,1.00000000e+00,5.37447821e-06,2.69822201e+02,9.12967179e+00,1.60150272e-19,1.09646258e-06,4.72023023e-26,8.71664453e-01,1.53019456e-08,2.25199419e-01
9.93381998e-04,7.00000001e-02,2.20000000e+04,2.46331021e+13,2.19035079e-06,2.01157846e-12,2.52205286e-12,7.95971357e-08,1.19901259e-08,9.80942874e-18,6.76715145e-14,3.23350578e-06,1.23418548e-09,1.04948168e-08,1.84053211e-09,1.12035015e-13,4.91462436e-18,1.01304084e-21,1.92671847e-16,8.62907554e-12,8.67318425e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244683e+06,2.97297054e+06,1.82679549e+02,1.67769587e-04,8.18125584e-10,1.00000000e+00,5.64393695e-06,2.69680720e+02,9.08718003e+00,1.60200441e-19,1.15143549e-06,4.95688587e-26,8.71664251e-01,1.60691187e-08,2.25280048e-01
1.04318709e-03,7.00000001e-02,2.20000000e+04,2.46243301e+13,2.19035139e-06,2.11243295e-12,2.64850099e-12,7.95969877e-08,1.19901266e-08,1.08177142e-17,7.10643464e-14,3.23172585e-06,1.23350610e-09,1.04948168e-08,1.84053088e-09,1.17652071e-13,5.16102699e-18,1.11716087e-21,2.02331634e-16,8.62906978e-12,8.67318425e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244856e+06,2.97297054e+06,1.82679588e+02,1.76181038e-04,9.02218516e-10,1.00000000e+00,5.92690542e-06,2.69532254e+02,9.04468826e+00,1.60253127e-19,1.20916454e-06,5.20540648e-26,8.71664039e-01,1.68747535e-08,2.25364724e-01
1.09548925e-03,7.00000001e-02,2.20000000e+04,2.46151252e+13,2.19035201e-06,2.21834398e-12,2.78128886e-12,7.95968323e-08,1.19901274e-08,1.19296387e-17,7.46272835e-14,3.22985812e-06,1.23279322e-09,1.04948168e-08,1.84052959e-09,1.23550746e-13,5.41978334e-18,1.23198190e-21,2.12475714e-16,8.62906373e-12,8.67318425e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244856e+06,2.97297054e+06,1.82679628e+02,1.85014213e-04,9.94955127e-10,1.00000000e+00,6.22406094e-06,2.69376465e+02,9.00219651e+00,1.60308457e-19,1.26978791e-06,5.46638691e-26,8.71663817e-01,1.77207782e-08,2.25453649e-01
1.15041369e-03,7.00000001e-02,2.20000000e+04,2.46054664e+13,2.19035267e-06,2.32956509e-12,2.92073433e-12,7.95966692e-08,1.19901282e-08,1.31558555e-17,7.83688544e-14,3.22789833e-06,1.23204519e-09,1.04948168e-08,1.84052823e-09,1.29745159e-13,5.69151278e-18,1.35860371e-21,2.23128367e-16,8.62905737e-12,8.67318425e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133044e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244683e+06,2.97298251e+06,1.82679671e+02,1.94290257e-04,1.09722393e-09,1.00000000e+00,6.53611481e-06,2.69212996e+02,8.95970473e+00,1.60366564e-19,1.33345071e-06,5.74045210e-26,8.71663583e-01,1.86092176e-08,2.25547037e-01
1.20809186e-03,7.00000001e-02,2.20000000e+04,2.45953318e+13,2.19035336e-06,2.44636250e-12,3.06717120e-12,7.95964978e-08,1.19901290e-08,1.45081112e-17,8.22980150e-14,3.22584202e-06,1.23126033e-09,1.04948168e-08,1.84052681e-09,1.36250136e-13,5.97686572e-18,1.49823892e-21,2.34315087e-16,8.62905070e-12,8.67318425e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133043e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244683e+06,2.97297054e+06,1.82679716e+02,2.04031374e-04,1.21000459e-09,1.00000000e+00,6.86381396e-06,2.69041477e+02,8.91721298e+00,1.60427587e-19,1.40030532e-06,6.02825750e-26,8.71663338e-01,1.95421979e-08,2.25645111e-01
1.26866183e-03,7.00000001e-02,2.20000000e+04,2.45846982e+13,2.19035408e-06,2.56901579e-12,3.22094998e-12,7.95963178e-08,1.19901299e-08,1.59993615e-17,8.64241705e-14,3.22368454e-06,1.23043684e-09,1.04948168e-08,1.84052532e-09,1.43081249e-13,6.27652517e-18,1.65222494e-21,2.46062651e-16,8.62904369e-12,8.67318425e+01,1.08166141e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133043e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244856e+06,2.97298251e+06,1.82679763e+02,2.14260880e-04,1.33437766e-09,1.00000000e+00,7.20794280e-06,2.68861519e+02,8.87472124e+00,1.60491675e-19,1.47051177e-06,6.33049226e-26,8.71663080e-01,2.05219521e-08,2.25748108e-01
1.33226860e-03,7.00000001e-02,2.20000000e+04,2.45735417e+13,2.19035484e-06,2.69781856e-12,3.38243879e-12,7.95961288e-08,1.19901308e-08,1.76438935e-17,9.07571974e-14,3.22142100e-06,1.22957288e-09,1.04948168e-08,1.84052375e-09,1.50254847e-13,6.59120841e-18,1.82203656e-21,2.58399172e-16,8.62903634e-12,8.67318425e+01,1.08166140e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133043e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244770e+06,2.97298251e+06,1.82679812e+02,2.25003263e-04,1.47153470e-09,1.00000000e+00,7.56932503e-06,2.68672714e+02,8.83222949e+00,1.60558981e-19,1.54423810e-06,6.64787983e-26,8.71662810e-01,2.15508250e-08,2.25856273e-01
1.39906442e-03,7.00000001e-02,2.20000000e+04,2.45618370e+13,2.19035563e-06,2.83307914e-12,3.55202418e-12,7.95959304e-08,1.19901318e-08,1.94574624e-17,9.53074675e-14,3.21904630e-06,1.22866649e-09,1.04948167e-08,1.84052210e-09,1.57788102e-13,6.92166866e-18,2.00930008e-21,2.71354179e-16,8.62902861e-12,8.67318425e+01,1.08166140e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133043e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244770e+06,2.97298251e+06,1.82679863e+02,2.36284237e-04,1.62278970e-09,1.00000000e+00,7.94882567e-06,2.68474638e+02,8.78973776e+00,1.60629669e-19,1.62166078e-06,6.98117982e-26,8.71662526e-01,2.26312788e-08,2.25969868e-01
1.46920917e-03,7.00000001e-02,2.20000000e+04,2.45495578e+13,2.19035647e-06,2.97512130e-12,3.73011209e-12,7.95957220e-08,1.19901328e-08,2.14574431e-17,1.00085873e-13,3.21655511e-06,1.22771564e-09,1.04948167e-08,1.84052037e-09,1.65699046e-13,7.26869691e-18,2.21580895e-21,2.84958676e-16,8.62902050e-12,8.67318425e+01,1.08166140e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133043e-02,1.68235727e+02,3.45002616e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244856e+06,2.97295857e+06,1.82679917e+02,2.48130804e-04,1.78959177e-09,1.00000000e+00,8.34735311e-06,2.68266846e+02,8.74724603e+00,1.60703909e-19,1.70296513e-06,7.33119003e-26,8.71662228e-01,2.37658994e-08,2.26089165e-01
1.54287075e-03,7.00000001e-02,2.20000000e+04,2.45366766e+13,2.19035734e-06,3.12428504e-12,3.91712883e-12,7.95955031e-08,1.19901339e-08,2.36629970e-17,1.05103850e-13,3.21394185e-06,1.22671819e-09,1.04948167e-08,1.84051855e-09,1.74006613e-13,7.63312380e-18,2.44354094e-21,2.99245223e-16,8.62901197e-12,8.67318425e+01,1.08166140e+03,8.62728464e+02,2.67884073e+01,4.76237710e+03,1.01853958e+02,1.76008097e+02,6.42133043e-02,1.68235727e+02,3.45002615e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244683e+06,2.97298251e+06,1.82679973e+02,2.60571322e-04,1.97353901e-09,1.00000000e+00,8.76586127e-06,2.68048871e+02,8.70475428e+00,1.60781882e-19,1.78834575e-06,7.69874846e-26,8.71661915e-01,2.49574020e-08,2.26214450e-01
1.62022551e-03,7.00000001e-02,2.20000000e+04,2.45231645e+13,2.19035825e-06,3.28092743e-12,4.11352206e-12,7.95952733e-08,1.19901350e-08,2.60952529e-17,1.10373412e-13,3.21120069e-06,1.22567193e-09,1.04948167e-08,1.84051664e-09,1.82730688e-13,8.01582160e-18,2.69467681e-21,3.14248012e-16,8.62900303e-12,8.67318425e+01,1.08166140e+03,8.62728464e+02,2.67884073e+01,4.76237709e+03,1.01853958e+02,1.76008097e+02,6.42133043e-02,1.68235727e+02,3.45002615e+04,7.49318628e+01,9.30540028e+01,2.12128249e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244943e+06,2.97298251e+06,1.82680032e+02,2.73635569e-04,2.17639358e-09,1.00000000e+00,9.20535191e-06,2.67820227e+02,8.66226256e+00,1.60863776e-19,1.87800702e-06,8.08473435e-26,8.71661586e-01,2.62086382e-08,2.26346024e-01
1.70145859e-03,7.00000001e-02,2.20000000e+04,2.45089914e+13,2.19035920e-06,3.44542342e-12,4.31976189e-12,7.95950320e-08,1.19901362e-08,2.87775136e-17,1.15907172e-13,3.20832552e-06,1.22457451e-09,1.04948167e-08,1.84051464e-09,1.91892154e-13,8.41770635e-18,2.97162163e-21,3.30002950e-16,8.62899363e-12,8.67318425e+01,1.08166140e+03,8.62728464e+02,2.67884073e+01,4.76237709e+03,1.01853958e+02,1.76008097e+02,6.42133043e-02,1.68235726e+02,3.45002615e+04,7.49318628e+01,9.30540028e+01,2.12128248e+06,2.40929940e+00,4.44897857e+01,1.59825347e+04,1.03244943e+06,2.97297652e+06,1.82680093e+02,2.87354819e-04,2.40009897e-09,1.00000000e+00,9.66687698e-06,2.67580406e+02,8.61977085e+00,1.60949790e-19,1.97216355e-06,8.49007183e-26,8.71661240e-01,2.75226023e-08,2.26484204e-01
